Kegg_ID	ModelSeed_ID	formula	charge
C00855	cpd00637	C5H11NO2S	0
C00857	cpd00638	C21H24N6O15P2	-2
C00858	cpd00639	C16H11O4	-1
C00859	cpd00640	C19H23O6	-1
C00860	cpd00641	C6H12N3O	1
C00861	cpd00642	C6H12O5	0
C00862	cpd00643	C34H40N4O15	-4
C00864	cpd00644	C9H16NO5	-1
C00869	cpd00645	C18H33O3	-1
C00870	cpd00646	C6H5NO3	0
C00872	cpd00647	C3H4NO4	-1
C00873	cpd00648	C62H90N17O14	1
C00876	cpd00649	C29H31N5O18P	-5
C00877	cpd00650	C25H36N7O17P3S	-4
C00878	cpd00651	C5H9O6	-1
C01807	cpd00652	C6H8O8	-2
C00879	cpd00652	C6H8O8	-2
C00880	cpd00653	C6H11O7	-1
C00881	cpd00654	C9H13N3O4	0
C00882	cpd00655	C21H33N7O13P2S	-2
C00883	cpd00656	C18H32O16	0
G10130	cpd00656	C18H32O16	0
C00884	cpd00657	C10H16N4O3	0
C00885	cpd00658	C10H8O6	-2
C00887	cpd00659	N2O	0
C00888	cpd00660	C26H40N7O17P3S	-4
C00891	cpd00661	C21H34O	0
C00892	cpd00662	C21H36O	0
C00894	cpd00663	C24H34N7O17P3S	-4
C00896	cpd00664	C14H22ClN2O3S	1
C00897	cpd00665	C12H22O11	0
C00898	cpd00666	C4H4O6	-2
C00899	cpd00667	C20H30O	0
C00900	cpd00668	C5H7O4	-1
C00902	cpd00669	C6H9O3	-1
C00903	cpd00670	C9H8O	0
C00904	cpd00671	C26H37N7O20P3S	-5
C00905	cpd00672	C6H9O7	-1
C00906	cpd00673	C5H8N2O2	0
C00908	cpd00674	C19H44N5O7	5
C00909	cpd00675	C20H29O3	-1
C00911	cpd00676	C5H9O4R	0
C00913	cpd00677	C6H7N5	0
C00915	cpd00678	C24H22N2	2
C00916	cpd00679	C16H20N3O8S	-1
C00918	cpd00680	C11H12Cl2N2O5	0
C00919	cpd00681	C5H13NO4S	0
C00920	cpd00682	C31H46N10O22P3S2	-5
C00921	cpd00683	C14H13N6O3	-1
C00922	cpd00684	C6H6O4	-2
C00923	cpd00685	C33H30FeN4O4	3
C00924	cpd00686	C33H30FeN4O4	2
C00927	cpd00687	C23H23N4O9	-1
C00928	cpd00688	C2H6OS	0
C00931	cpd00689	C10H13N2O4	-1
C00933	cpd00690	C16H24NO5	1
G11111	cpd00691	C14H20N2O16P2	-2
C00935	cpd00691	C14H20N2O16P2	-2
C00937	cpd00693	C3H6O2	0
C00939	cpd00694	C10H15N6O4	1
C00940	cpd00695	C5H6NO4	-1
C00941	cpd00696	C9H11N3O7P	-1
C00942	cpd00697	C10H11N5O7P	-1
C00943	cpd00698	C10H10N4O7P	-1
C00944	cpd00699	C7H9O6	-1
C00946	cpd00700	C10H12N5O7P	-2
C00950	cpd00701	C4H10O2S2	0
C00951	cpd00702	C18H24O2	0
C00954	cpd00703	C10H8NO2	-1
C00955	cpd00704	C10H11NO	0
C00956	cpd00705	C6H10NO4	-1
C00957	cpd00706	C3H3O3S	-1
C00959	cpd00707	C20H31O4	-1
C00961	cpd00708	C18H12O6	0
C00962	cpd00709	C6H12O6	0
C00963	cpd00710	C6H11O6R	0
C00964	cpd00711	C10H16O	0
C00966	cpd00712	C6H9O4	-1
C00968	cpd00713	C10H11N5O5P	-1
C00969	cpd00714	C3H6O2	0
C00971	cpd00715	C8H7NO3	0
C00972	cpd00716	C3H2O3R	-1
C00974	cpd00717	C15H12O6	0
C00975	cpd00718	C4H2O6	-2
C00976	cpd00719	C16H20N5O17P2	-3
C00977	cpd00720	C11H14N3O	1
C00978	cpd00721	C12H14N2O2	0
C00979	cpd00722	C5H9NO4	0
C00982	cpd00723	C26H21N3O2	0
C00984	cpd00724	C6H12O6	0
C00985	cpd00725	C7H4HgO2	-1
C00986	cpd00726	C3H12N2	2
C00988	cpd00727	C2H2O6P	-3
C01991	cpd00728	C4H7O3	-1
C00989	cpd00728	C4H7O3	-1
C00990	cpd00729	C5H13N2O	1
C00992	cpd00730	C62H90CoN13O15P	1
C08230	cpd00730	C62H90CoN13O15P	1
C00993	cpd00731	C6H12N2O3	0
C00994	cpd00732	C13H12O8	-2
C00995	cpd00733	C36H36FeN4O2	5
C00998	cpd00734	C36H36FeN4O2	4
C01001	cpd00735	C35H39N4O16	-5
C01002	cpd00736	C6H11O9P	-2
C01004	cpd00737	C7H7NO2	0
C01005	cpd00738	C3H6NO6P	-2
C01007	cpd00739	C17H22N4O6	0
C01008	cpd00740	C3H9S	1
C01009	cpd00741	C15H22N2O16P2	-2
C01010	cpd00742	C2H3N2O3	-1
C01011	cpd00743	C26H37N7O20P3S	-5
C01012	cpd00744	C6H10O3	0
C01013	cpd00745	C3H5O3	-1
C01014	cpd00746	C9H12O2	0
C03441	cpd00747	C5H9NO3	0
C01015	cpd00747	C5H9NO3	0
C01016	cpd00748	C5H8O7PR	-2
C01017	cpd00749	C11H12N2O3	0
C01018	cpd00750	C6H12O5	0
C01019	cpd00751	C6H12O5	0
C01020	cpd00752	C6H4NO3	-1
C01021	cpd00753	C3H6NO2R	0
C01023	cpd00754	C21H44N7O12	3
C01024	cpd00755	C40H38N4O17	-8
C01026	cpd00756	C4H9NO2	0
C01028	cpd00757	C6H14N2O3	0
C01029	cpd00758	C9H23N3O	2
C01031	cpd00759	C11H16N3O7S	-1
C01033	cpd00760	C26H40N7O17P3S	-4
C01034	cpd00761	C19H28O	0
C01035	cpd00762	C5H11N3O2	0
C01036	cpd00763	C8H6O6	-2
C01037	cpd00764	C9H21N2O2	1
C01040	cpd00765	C6H10O6	0
C01041	cpd00766	C6H5O6	-2
C01042	cpd00767	C6H7NO5	-2
C01043	cpd00768	C4H7N2O3	-1
C01044	cpd00769	C5H5NO5	-2
C01045	cpd00770	C6H7NO5	-2
C01046	cpd00771	C6H10NO4	-1
C01047	cpd00772	C7H14N2O3	0
C01050	cpd00773	C20H28N3O19P2	-3
C01051	cpd00774	C40H36N4O16	-8
C01053	cpd00775	C6H9O4	-1
C01054	cpd00776	C30H50O	0
C01056	cpd00777	C10H15N2O	1
C01059	cpd00778	C5H5NO2	0
C01060	cpd00779	C9H9I2NO3	0
C01061	cpd00780	C8H6O6	-2
C01062	cpd00781	C6H9O7	-1
C01063	cpd00782	C28H41N7O19P3S	-5
C01064	cpd00783	C19H26N4O16PR	-2
C01066	cpd00784	C6H8O2	0
C01067	cpd00785	C6H11O9S	-1
C01068	cpd00786	C5H11O8P	-2
C01069	cpd00787	C14H19NO6S	0
C01073	cpd00788	C5H8NO3	-1
C01075	cpd00789	C6H12NO8S	-1
C01077	cpd00790	C6H11NO4	0
C05700	cpd00790	C6H11NO4	0
C01079	cpd00791	C34H38N4O4	-2
C01080	cpd00792	C29H34N5O18P	-4
C01081	cpd00793	C12H17N4O4PS	0
G11546	cpd00794	C12H22O11	0
G00293	cpd00794	C12H22O11	0
C01083	cpd00794	C12H22O11	0
G09275	cpd00794	C12H22O11	0
C01087	cpd00795	C5H6O5	-2
C01088	cpd00796	C6H8O5	-2
C01089	cpd00797	C4H7O3	-1
C01090	cpd00798	C19H32O2	0
C01091	cpd00799	C23H31N2O5	1
C01092	cpd00800	C9H17NO3	0
C01093	cpd00801	C12H20O11	0
C01094	cpd00802	C6H11O9P	-2
C02976	cpd00802	C6H11O9P	-2
C01095	cpd00803	C5H10O11P2	-2
C01096	cpd00804	C6H13O9P	-2
C01097	cpd00805	C6H11O9P	-2
C01099	cpd00806	C6H11O8P	-2
C01100	cpd00807	C6H11N3O4P	-1
C01101	cpd00808	C5H9O8P	-2
C01102	cpd00809	C4H8NO6P	-2
C01103	cpd00810	C10H10N2O11P	-3
C01104	cpd00811	C3H9NO	0
C01107	cpd00812	C6H10O7P	-3
C01108	cpd00813	C6H6O3	0
C01109	cpd00814	C6H10N2O3	0
C01110	cpd00815	C5H9NO3	0
C01111	cpd00816	C10H6NO5	-1
C01112	cpd00817	C5H9O8P	-2
C01113	cpd00818	C6H11O9P	-2
C01114	cpd00819	C5H8O5	0
C01115	cpd00820	C6H10O6	0
C01117	cpd00821	C5H8O7PR	-2
C01118	cpd00822	C8H12NO6	-1
C05701	cpd00822	C8H12NO6	-1
C01119	cpd00823	C4H8O2S2	0
C01120	cpd00824	C18H39NO5P	-1
C01121	cpd00825	C8H19N6O7P	0
C01123	cpd00826	C10H16O	0
C01124	cpd00827	C21H30O5	0
C01125	cpd00828	C6H8O3	0
C01126	cpd00829	C15H26O	0
C01127	cpd00830	C5H4O6	-2
C01131	cpd00831	C6H11O8P	-2
C01132	cpd00832	C8H15NO6	0
C01133	cpd00833	C8H14NO7	-1
C01134	cpd00834	C11H21N2O7PS	-2
C01135	cpd00835	C6H12O9P	-1
C01136	cpd00836	C10H19NO2S2	0
C01137	cpd00837	C14H24N6O3S	2
C01138	cpd00838	C21H41N7O15P	1
C01140	cpd00839	C6H11O6R	0
C01142	cpd00840	C6H15N2O2	1
C01143	cpd00841	C6H11O10P2	-3
C01144	cpd00842	C25H38N7O18P3S	-4
C01146	cpd00843	C3H3O4	-1
C01147	cpd00844	C6H10O2	0
C01149	cpd00845	C7H16NO	1
C01150	cpd00846	C5H9O7PR	-1
C01151	cpd00847	C5H8O11P2	-4
C01152	cpd00848	C7H11N3O2	0
C01155	cpd00849	C15H7O13S2	-3
C01156	cpd00850	C15H7O13S2	-3
C01157	cpd00851	C5H9NO3	0
C01158	cpd00852	C13H16O10	0
C01159	cpd00853	C3H3O10P2	-5
C01161	cpd00854	C8H7O4	-1
C01162	cpd00855	C6H9N3O2	0
C01163	cpd00856	C7H3O6	-3
C01164	cpd00857	C27H44O	0
C01165	cpd00858	C5H9NO3	0
C01168	cpd00859	C9H11N2O9P	-2
C01169	cpd00860	C12H20NO4S2	-1
G11112	cpd00861	C17H25N3O17P2	-2
C01170	cpd00861	C17H25N3O17P2	-2
C01171	cpd00862	C6H11O9P	-2
C01172	cpd00863	C6H11O9P	-2
C01173	cpd00864	C10H8O3	0
C01175	cpd00865	C17H22O10	0
C01176	cpd00866	C21H30O3	0
C01177	cpd00867	C6H11O9P	-2
C01179	cpd00868	C9H7O4	-1
C01180	cpd00869	C5H7O3S	-1
C01181	cpd00870	C7H15NO2	0
C01182	cpd00871	C5H8O11P2	-4
C01183	cpd00872	C8H11NO	0
C01185	cpd00873	C11H12NO9P	-2
C01186	cpd00874	C6H15N2O2	1
C01187	cpd00875	C8H13O8	-1
C01188	cpd00876	C4H7O3	-1
C01189	cpd00877	C27H46O	0
C01190	cpd00878	C25H46NO8R	0
G10238	cpd00878	C25H46NO8R	0
C01192	cpd00879	C19H35O7P	-2
C05385	cpd00880	C6H8O10P	-3
C01481	cpd00881	C9H7O4	-1
C01197	cpd00881	C9H7O4	-1
C01198	cpd00882	C9H9O3	-1
C01200	cpd00883	C10H14NO12PR	-3
C01201	cpd00884	C21H34N9O15P2	-1
C01204	cpd00885	C6H6O24P6	-12
C01205	cpd00886	C4H9NO2	0
C01207	cpd00887	C9H9O5	-1
C01210	cpd00888	C3H9NO4P	-1
C01211	cpd00889	C7H14N3O3R2	1
C01212	cpd00890	C23H33N4O20P2	-3
C01213	cpd00891	C25H35N7O19P3S	-5
C01214	cpd00892	C6H14NO5	1
C01215	cpd00893	C7H7NO5	-2
C01216	cpd00894	C6H9O6	-1
C01217	cpd00895	C30H42N6O16P	-3
C01218	cpd00896	C6H8O10P	-3
C01219	cpd00897	C15H21N3O15P2	-2
C01220	cpd00898	C6H10O12P2	-4
C01221	cpd00899	C21H43N7O15P	1
C01222	cpd00900	C16H21N5O15P2	-2
C01223	cpd00901	C9H16N3O3	1
C01225	cpd00902	C9H18O11P	-1
C01226	cpd00903	C18H27O3	-1
C01227	cpd00904	C19H28O2	0
C01228	cpd00905	C10H12N5O17P4	-5
C01230	cpd00906	C30H50O7P2	-2
C01233	cpd00908	C5H14NO6P	0
C01234	cpd00909	C4H7NO2	0
C01235	cpd00910	C12H22O11	0
G10488	cpd00910	C12H22O11	0
C01236	cpd00911	C6H9O9P	-2
C01239	cpd00912	C8H17N2O5	1
C01240	cpd00913	C5H7O6PR	-1
C01243	cpd00914	C6H9O15P3	-6
C01244	cpd00915	C9H5I2O4	-1
C01245	cpd00916	C6H9O15P3	-6
C01249	cpd00917	C10H8NO5	-1
C01250	cpd00918	C7H10NO4	-1
C01251	cpd00919	C7H7O7	-3
C01252	cpd00920	C10H8NO4	-1
C01255	cpd00921	C12H24N2O3	0
C04092	cpd00922	C6H9NO2	0
C01259	cpd00923	C9H21N2O3	1
C01260	cpd00924	C20H24N10O19P4	-4
C01261	cpd00925	C20H24N10O21P4	-4
C01262	cpd00926	C10H16N4O3	0
C01263	cpd00927	C15H12O5	0
C01265	cpd00928	C17H14O7	0
C01266	cpd00929	C21H43N7O14P	1
C01267	cpd00930	C6H7N2O5P	-2
C01268	cpd00931	C9H13N4O9P	-2
C01269	cpd00932	C10H9O10P	-4
C01270	cpd00933	C7H6NO3	-1
C01272	cpd00934	C6H8O18P4	-8
C01273	cpd00935	C12H9O4	-1
C01274	cpd00936	C31H42N6O17P	-3
C01275	cpd00937	C11H6O5	-2
C01278	cpd00938	C7H4O6	-2
C01279	cpd00939	C6H10N3O	1
C01280	cpd00940	C21H42N7O18P2	-1
C01282	cpd00941	C27H51NO8PR	0
C01283	cpd00942	C6H13NO8P	-1
C01284	cpd00943	C6H7O21P5	-10
C01285	cpd00944	C16H10Cl2NO2	-1
C01286	cpd00945	C6H8O9P	-3
C01289	cpd00946	C63H103NO12P2	-2
C01290	cpd00947	C31H56NO13R	0
G00092	cpd00947	C31H56NO13R	0
C01291	cpd00948	C32H45N7O19P3S	-5
C01292	cpd00949	C24H37O5	-1
C01294	cpd00950	C7H15N3O8P	-1
C01295	cpd00951	C7H12O6	0
C01297	cpd00952	C10H15N2O2	1
C01298	cpd00953	C7H18N4O4	2
C01300	cpd00954	C7H9N5O2	0
C01301	cpd00955	C27H46O4	0
C01302	cpd00956	C12H13NO9P	-3
C01304	cpd00957	C9H14N5O8P	-2
C01310	cpd00958	C14H20NO11	-1
C01311	cpd00959	C20H34NO15R	0
C01312	cpd00960	C20H31O5	-1
C01313	cpd00961	C15H17N2O6S	-1
C01314	cpd00962	C16H19N2O6S	-1
C01315	cpd00963	C24H26N2O7S	0
C01316	cpd00964	C25H28N2O7S	0
C01319	cpd00965	Hg	0
C13645	cpd00966	Br	-1
C01324	cpd00966	Br	-1
C01329	cpd00970	C5H8O7PR	-2
C01330	cpd00971	Na	1
C01337	cpd00972	C10H12N4O12P2	-2
C01341	cpd00973	C15H27N5O5	0
C01343	cpd00975	HgR	1
C01344	cpd00976	C10H12N4O10P2	-2
C01345	cpd00977	C10H12N4O13P3	-3
C01346	cpd00978	C9H12N2O11P2	-2
C01347	cpd00979	C10H12N4O11P2	-2
C01348	cpd00980	C10H12N4O14P3	-3
C01349	cpd00981	C21H26O3	0
C01352	cpd00982	C27H33N9O15P2	-2
C01358	cpd00985	H6NO	1
C01359	cpd00986	C14H5N2O8	-3
C01365	cpd00987	C11H11N2O2R	0
C01367	cpd00988	C10H12N5O7P	-2
C01368	cpd00989	C9H11N2O9P	-2
C01375	cpd00990	C44H69NO12	0
C01378	cpd00991	C15H12O6	0
C01380	cpd00992	C2H6O2	0
C15588	cpd00992	C2H6O2	0
C01382	cpd00994	I2	0
C01383	cpd00995	C6H12O6	0
C01384	cpd00996	C4H2O4	-2
C01386	cpd00997	C10H9NO2	0
C01387	cpd00998	C8H18	0
C01389	cpd00999	C20H40O	0
C01390	cpd01000	C5H10O	0
C01397	cpd01002	C21H31F3O	0
C01401	cpd01003	C3H7NO2	0
C01403	cpd01004	C7H8O	0
C01404	cpd01005	C8H20N4O2	2
C01405	cpd01006	C9H7O4	-1
C01407	cpd01007	C6H6	0
C01408	cpd01008	C14H12O2	0
C01410	cpd01009	C9H15N2O5	-1
C01411	cpd01010	C10H18O	0
C01412	cpd01011	C4H8O	0
C01414	cpd01013	C20H32	0
C01416	cpd01014	C17H22NO4	1
C01417	cpd01015	CNO	-1
C01418	cpd01016	C8H16N2O7	0
C01419	cpd01017	C5H10N2O3S	0
C01420	cpd01018	C6H12N2O4S2	0
C01421	cpd01019	C15H16O9	0
C01424	cpd01020	C7H5O5	-1
C01425	cpd01021	C10H14N2O7	-2
C01432	cpd01022	C3H5O3	-1
C01433	cpd01023	C17H26O10	0
C01438	cpd01024	CH4	0
C01441	cpd01025	C12H30N4O6	4
C01443	cpd01026	C29H44O12	0
C01444	cpd01027	C2H2NO3	-1
C01448	cpd01028	C16H12O5	0
C01449	cpd01029	C12H16N5O3	1
C01451	cpd01030	C13H18O7	0
C01452	cpd01031	C6H12O6	0
C01453	cpd01032	C13H15N2	1
C01454	cpd01033	C8H7O2	-1
C01455	cpd01034	C7H8	0
C01456	cpd01035	C9H9O3	-1
C01457	cpd01036	C46H78NO17	1
C01458	cpd01037	C11H16NO3	1
C01460	cpd01038	C21H19O10	-1
C01462	cpd01039	C8H10N4O3R	-1
C01464	cpd01040	C13H10O	0
G12852	cpd01040	C13H10O	0
C01467	cpd01041	C7H8O	0
C01468	cpd01042	C7H8O	0
C01470	cpd01043	C16H11O5	-1
C01471	cpd01044	C3H4O	0
C01474	cpd01045	C14H8O4	0
C04076	cpd01046	C6H11NO3	0
C01477	cpd01047	C15H9O5	-1
C11215	cpd01048	HAsO4	-2
C01478	cpd01048	HAsO4	-2
C01479	cpd01049	C17H24NO3	1
C01483	cpd01051	C5H10N2O2	0
C15589	cpd01052	C15H12O	0
C01484	cpd01052	C15H12O	0
C01485	cpd01053	ClO3	0
C01486	cpd01054	ClO2	0
C01487	cpd01055	C6H12O6	0
C01488	cpd01056	C5H10O5	0
C01489	cpd01057	C6H14O6	0
C01493	cpd01058	C15H26O	0
C01494	cpd01059	C10H9O4	-1
C01495	cpd01060	C15H10O3	0
C01499	cpd01061	C10H16O	0
C01500	cpd01062	C10H18O	0
C15572	cpd01063	C7H8O2	0
C01502	cpd01063	C7H8O2	0
C01504	cpd01064	C9H8O	0
C01505	cpd01065	C56H88N17O12	3
C01507	cpd01066	C6H14O6	0
C01508	cpd01067	C5H10O5	0
C01510	cpd01068	C5H10O5	0
C01512	cpd01069	C16H23O10	-1
C01513	cpd01070	C13H18N6O3	0
C01514	cpd01071	C15H9O6	-1
C01516	cpd01072	C17H20NO3	1
C01517	cpd01073	C14H13O3	-1
C01518	cpd01074	C12H22O11	0
G00634	cpd01074	C12H22O11	0
C01523	cpd01075	C21H36	0
C01526	cpd01076	C8H8N2O2	0
C01527	cpd01077	C16H18O9	0
C01528	cpd01078	HSe	-1
C01529	cpd01079	Se	0
C01530	cpd01080	C18H35O2	-1
C01531	cpd01081	C20H16FO3S	-1
C01533	cpd01082	C17H24O9	0
C01537	cpd01084	C3H7NO2	0
C01540	cpd01085	C25H46N13O10	3
C01541	cpd01086	C19H15O4	-1
C01542	cpd01087	C7H8O	0
C01545	cpd01088	C8H16O	0
C01546	cpd01089	C5H3O3	-1
C01548	cpd01090	C2H2	0
C01550	cpd01091	C12H17N3O4	0
C01551	cpd01092	C4H6N4O3	0
C01552	cpd01093	C21H37N4O8	-1
C01553	cpd01094	C21H20N3O3S	1
C01554	cpd01095	C19H32	0
C01555	cpd01096	C21H46N5O11	5
C01557	cpd01097	C12H8O4	0
C01558	cpd01098	C24H39O5	-1
C01561	cpd01099	C27H44O2	0
C01562	cpd01100	C16H11O5	-1
C01563	cpd01101	CH2NO2	-1
C01564	cpd01102	C17H23NO4	0
C01566	cpd01103	CH2N2	0
C01567	cpd01104	C17H23N7O5	0
C01569	cpd01105	C5H12O5	0
C01570	cpd01106	C6H13NO2	0
C01571	cpd01107	C10H19O2	-1
C01572	cpd01108	C14H9O9	-1
C01575	cpd01109	C10H16NO	1
C01576	cpd01110	C29H32O13	0
C01581	cpd01111	C16H23N5O16P2	-2
C01582	cpd01112	C6H12O6	0
C01585	cpd01113	C6H11O2	-1
C01586	cpd01114	C9H8NO3	-1
C01588	cpd01115	C13H17O2	-1
C01589	cpd01116	C3H5N2	1
C01590	cpd01117	C20H20O6	0
C01591	cpd01118	C20H39N6O4	1
C01592	cpd01119	C15H12O5	0
C01593	cpd01120	C26H32O10	-2
C01594	cpd01121	C10H17NO6	0
C01595	cpd01122	C18H31O2	-1
C01596	cpd01123	C4H4NO3	-1
C01598	cpd01124	C13H16N2O2	0
C01600	cpd01125	C11H18O14P2R2	-2
C01601	cpd01126	C9H17O2	-1
C01604	cpd01128	C21H24O10	0
C01606	cpd01129	C8H4O4	-2
C01607	cpd01130	C20H39O2	-1
C01608	cpd01131	C15H12N3O4S	-1
C01610	cpd01132	C22H30N7O5	1
C01613	cpd01133	C24H42O21	0
G00278	cpd01133	C24H42O21	0
C01616	cpd01134	C5H10NO5S	-1
C01617	cpd01135	C15H12O7	0
C01618	cpd01136	C19H27O4	-1
C01619	cpd01137	C12H14NO3S	-1
C01620	cpd01138	C4H7O5	-1
C01621	cpd01139	C16H13F3NO3S	-1
C01623	cpd01140	C14H20N2O16P2	-2
C01624	cpd01141	C10H10O3	0
C01625	cpd01142	C11H20O10	0
C01626	cpd01143	C25H33N2O6	1
C01630	cpd01144	C10H18O9	0
C01631	cpd01145	C20H33N8O5	1
C01632	cpd01146	C15H17N2O5	-1
C01633	cpd01147	C10H22O	0
C01655	cpd01148	C10H14N6O6P	-1
C01657	cpd01149	C13H17NO4	0
C01659	cpd01150	C3H5NO	0
C01661	cpd01151	C27H30NO11	1
C01662	cpd01152	C6H12O6	0
C01670	cpd01154	C15H23N4O3	1
C01672	cpd01155	C5H16N2	2
C01673	cpd01156	C27H44O3	0
C01674	cpd01157	C16H28N2O11	0
C01675	cpd01158	C16H25N2O5S	-1
C01677	cpd01159	C11H17N4O5	1
C01678	cpd01160	C2H8NS	1
C01680	cpd01161	C6H11O6	-1
C01682	cpd01162	C11H19N4O6	-1
C01683	cpd01163	C10H17N2O6	-1
C01684	cpd01164	C6H12O5	0
C01688	cpd01165	C20H40N3O13	3
C01690	cpd01166	C14H10Cl2NO2	-1
C01691	cpd01167	C13H7F2O3	-1
C01692	cpd01168	C10H20N2S4	0
C01693	cpd01169	C9H6NO4	-1
C01694	cpd01170	C28H44O	0
C01697	cpd01171	C6H14O6	0
C01699	cpd01172	C19H21O6	-1
C01700	cpd01173	C32H57N5O9	0
C01701	cpd01174	C20H18O5	0
C01705	cpd01175	C3H6NO5P	-2
C01709	cpd01176	C16H14O6	0
C01710	cpd01177	C9H10O	0
C01711	cpd01178	C12H22O11	0
G10528	cpd01178	C12H22O11	0
C01712	cpd01179	C18H33O2	-1
C01714	cpd01180	C21H19O10	-1
C01716	cpd01181	C16H13O3	-1
C01717	cpd01182	C10H6NO3	-1
C01718	cpd01183	C10H12N2O3	0
C01719	cpd01184	C6H12O6	0
C01720	cpd01185	C6H11O6	-1
C01721	cpd01186	C6H12O5	0
C01722	cpd01187	C6H14O6	0
C01724	cpd01188	C30H50O	0
C01725	cpd01189	C12H22O11	0
C01726	cpd01190	C6H15N4O6P	0
C01727	cpd01191	C12H10N4O2	0
C01728	cpd01192	C12H22O11	0
G00521	cpd01192	C12H22O11	0
C01729	cpd01193	C16H14O4	0
C01732	cpd01194	C5H4O4	-2
C01735	cpd01196	C17H18NO3	1
C01736	cpd01197	C10H12N4O4	0
C15586	cpd01197	C10H12N4O4	0
C01737	cpd01198	C23H52N6O13	6
C01740	cpd01199	C8H20N	1
G10037	cpd01200	C12H22O11	0
C01742	cpd01200	C12H22O11	0
G01241	cpd01200	C12H22O11	0
G02169	cpd01200	C12H22O11	0
C01743	cpd01201	C12H28N3O7	3
C01744	cpd01202	C9H9O3	-1
C01745	cpd01203	C14H12O2	0
C01746	cpd01204	C5H12N	1
C01747	cpd01205	C24H48NO7	1
C01748	cpd01206	C13H11N2O	1
C01750	cpd01207	C21H19O11	-1
C01751	cpd01208	C6H6O2	0
C01752	cpd01209	C10H8O4	0
C01753	cpd01210	C29H50O	0
C01755	cpd01211	CNS	-1
C01756	cpd01212	C5H4N4S	0
C02380	cpd01212	C5H4N4S	0
C01757	cpd01213	C6H7O4	-1
C01759	cpd01214	C17H38N4O10	4
C01760	cpd01215	C13H20O3	0
C01761	cpd01216	C21H22N2O3	0
C01762	cpd01217	C10H12N4O6	0
C01765	cpd01218	C10H18O	0
C01767	cpd01220	C10H14O	0
C01770	cpd01222	C4H6O2	0
C01771	cpd01223	C4H5O2	-1
C01772	cpd01224	C9H7O3	-1
C01776	cpd01225	C51H82N8O17	0
C02014	cpd01226	C6H13NO2R	1
C01777	cpd01226	C6H13NO2R	1
C01779	cpd01227	C12H15N3O2S	0
C01780	cpd01228	C21H28O5	0
C01782	cpd01229	C6H6O	0
C01783	cpd01230	C6H5Hg	1
C01784	cpd01231	C7H9N2	1
C01788	cpd01233	C15H23N3O14P2	-2
C01789	cpd01234	C28H48O	0
C01792	cpd01235	C10Cl10O	0
C01793	cpd01236	C54H69MgN4O5R	0
C01794	cpd01237	C45H70N7O20P3S	-4
C01795	cpd01238	C20H20NO4	1
C01796	cpd01239	C4H8O4	0
C01798	cpd01240	C6H11O6R	0
C01799	cpd01241	C5H11NO2	0
C01801	cpd01242	C5H10O4	0
C01802	cpd01243	C27H44O	0
C01804	cpd01244	C14H20N6O2	0
C01806	cpd01245	C10H12N5O13P3S	-4
C01812	cpd01248	C2H2O2R	-1
C01814	cpd01249	C21H24ClFNO2	1
C01816	cpd01250	C17H36	0
C01817	cpd01251	C8H16N2O4S2	0
C01818	cpd01252	H2N2O2	0
C01819	cpd01253	C8H8N2	0
C01821	cpd01254	C21H19O11	-1
C01822	cpd01255	C18H40N4O11	4
C01823	cpd01256	C18H40N4O11	4
C01825	cpd01257	C6H12O6	0
C01826	cpd01258	C5H11NO2	0
C01829	cpd01259	C15H11I4NO4	0
C01832	cpd01260	C33H54N7O17P3S	-4
C01833	cpd01261	C13H23N3O4	0
G00280	cpd01262	C18H32O16	0
C01835	cpd01262	C18H32O16	0
C01837	cpd01263	C2H5NO2	0
C01838	cpd01264	C18H36O	0
C01839	cpd01265	C8H7O4	-1
C01841	cpd01266	C15H24	0
C01842	cpd01267	C5H11NO	0
C01844	cpd01268	C23H35O7	-1
C01845	cpd01269	C3H8O	0
C01847	cpd01270	C17H21N4O9P	-2
C01848	cpd01271	C39H48NO14	-1
C01849	cpd01272	C39H47NO14	0
C01850	cpd01273	C18H15O8	-1
C01851	cpd01274	C17H22NO4	1
C01852	cpd01275	C17H24O10	0
C01853	cpd01276	C8H5O5	-1
C01854	cpd01277	C6H16N2O4	2
C01855	cpd01278	C14H17NO7	0
C01857	cpd01279	C2H3OS	-1
C01860	cpd01280	C15H24	0
C01861	cpd01281	O6S3	-2
C01863	cpd01282	C30H26O10	0
C01864	cpd01283	C12H8O4	0
C01865	cpd01284	C19H11F3N3O3S	-1
C01868	cpd01285	C10H14O	0
C01869	cpd01286	C9H14NO2	1
C01870	cpd01287	C19H25NO10	0
C01871	cpd01288	C4H8S2	0
C01874	cpd01289	C6H5IO	0
C01875	cpd01290	C11H22O	0
C01876	cpd01291	C19H30O	0
C01877	cpd01292	C5H7NO3	0
C01879	cpd01293	C5H6NO3	-1
C01880	cpd01294	C6H10O2	0
C01881	cpd01295	C19H30O	0
C01882	cpd01296	C15H21N5O14P2	-2
C01885	cpd01297	C4H7O4R	0
C01888	cpd01298	C3H8NO	1
C01890	cpd01299	H3NR	1
C01892	cpd01300	C4H5O2S2	-1
C01893	cpd01301	C10H17N3O2S	0
C01894	cpd01302	C31H46N9O18P3S2	-4
C01895	cpd01303	C55H86N20O21S2	2
C01897	cpd01304	C20H16N2O4	0
C01901	cpd01305	C31H43O8R	0
C01902	cpd01306	C30H50O	0
