pw_ID	pw_name	KO	EC	Reaction
map00552	Teichoic acid biosynthesis	['K21592', 'K18704']	[' 2.7.8.46', ' 2.7.8.47', ' 2.7.8.14']	['R12864', 'R12865', 'R12869']
map00552	Teichoic acid biosynthesis	['K22709']	[' 2.4.1.53']	['R12866']
map00552	Teichoic acid biosynthesis	['K09809']	[' 2.7.8.12']	['R12861']
map00552	Teichoic acid biosynthesis	['K01005']	[]	[]
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12875']
map00552	Teichoic acid biosynthesis	['K25669']	[]	['R12874']
map00552	Teichoic acid biosynthesis	['K25660']	[]	['R12905']
map00552	Teichoic acid biosynthesis	['K01005']	[]	[]
map00552	Teichoic acid biosynthesis	['K25627']	[]	['R12816']
map00552	Teichoic acid biosynthesis	['K25650', 'K25650']	[]	['R12817']
map00552	Teichoic acid biosynthesis	['K25651']	[]	['R12818']
map00552	Teichoic acid biosynthesis	['K25652', 'K25652']	[]	['R12819']
map00552	Teichoic acid biosynthesis	['K25653', 'K25653']	[]	['R12820']
map00552	Teichoic acid biosynthesis	['K25654']	[]	['R12822']
map00552	Teichoic acid biosynthesis	['K07271']	[]	['R12821']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	[]
map00552	Teichoic acid biosynthesis	['K25650', 'K25650']	[]	['R12817']
map00552	Teichoic acid biosynthesis	['K25651']	[]	['R12818']
map00552	Teichoic acid biosynthesis	['K25652', 'K25652']	[]	['R12819']
map00552	Teichoic acid biosynthesis	['K25653', 'K25653']	[]	['R12820']
map00552	Teichoic acid biosynthesis	['K25659', 'K25659']	[]	['R12823']
map00552	Teichoic acid biosynthesis	['K25654']	[]	['R12822']
map00552	Teichoic acid biosynthesis	['K07271']	[]	['R12821']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	[]
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	[]
map00552	Teichoic acid biosynthesis	['K01005']	[]	[]
map00552	Teichoic acid biosynthesis	['K25650', 'K25650']	[]	['R12817']
map00552	Teichoic acid biosynthesis	['K25651']	[]	['R12818']
map00552	Teichoic acid biosynthesis	['K25652', 'K25652']	[]	['R12819']
map00552	Teichoic acid biosynthesis	['K25653', 'K25653']	[]	['R12820']
map00552	Teichoic acid biosynthesis	['K25654']	[]	['R12822']
map00552	Teichoic acid biosynthesis	['K07271']	[]	['R12821']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	[]
map00552	Teichoic acid biosynthesis	['K25650', 'K25650']	[]	['R12817']
map00552	Teichoic acid biosynthesis	['K25651']	[]	['R12818']
map00552	Teichoic acid biosynthesis	['K25652', 'K25652']	[]	['R12819']
map00552	Teichoic acid biosynthesis	['K25653', 'K25653']	[]	['R12820']
map00552	Teichoic acid biosynthesis	['K25659', 'K25659']	[]	['R12823']
map00552	Teichoic acid biosynthesis	['K25654']	[]	['R12822']
map00552	Teichoic acid biosynthesis	['K07271']	[]	['R12821']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K08256']	[' 2.4.1.345']	['R12038']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14335']	[]	['R11994']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13669']	[]	['R11997']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14335']	[]	['R11994', 'R11995']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K08256']	[' 2.4.1.345']	['R12038']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13668']	[' 2.4.1.346']	['R12040', 'R12041']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13669']	[]	['R11997', 'R11998']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13668']	[' 2.4.1.346']	['R12040', 'R12041']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14335']	[]	['R11994', 'R11995']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K08256']	[' 2.4.1.345']	['R12038']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14337', 'K14339']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14337', 'K14339']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13671', 'K13671']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K16647']	[' 2.4.2.47']	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K16648']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13687']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13687']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K16647']	[' 2.4.2.47']	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13687']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13671', 'K13671']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14337', 'K14339']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14337', 'K14339']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14337', 'K14339']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13687']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K11387']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K22311']	[' 2.3.1.265']	['R12042']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13668']	[' 2.4.1.346']	['R12040']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K22311']	[' 2.3.1.265']	['R12039']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13668']	[' 2.4.1.346']	['R12041']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14335']	[]	['R11995']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13669']	[]	['R11998']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14340', 'K14340']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K22311']	[' 2.3.1.265']	['R12042', 'R12039']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K22311']	[' 2.3.1.265']	['R12042', 'R12039']
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13671', 'K13671']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13671', 'K13671']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14340', 'K14340']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13671', 'K13671']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14340', 'K14340']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14340', 'K14340']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K14340', 'K14340']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K13671', 'K13671']	[]	[]
map00571	Lipoarabinomannan (LAM) biosynthesis	['K23176']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K02851']	[' 2.7.8.35']	['R12075']
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16870']	[' 2.4.1.289']	['R12077']
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16649']	[' 2.4.1.287']	['R12078']
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16649']	[' 2.4.1.287']	['R12079']
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16650']	[' 2.4.1.288']	['R12080']
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13686']	[' 2.4.2.46']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16870']	[' 2.4.1.289']	['R12077']
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16649']	[' 2.4.1.287']	['R12078']
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16649']	[' 2.4.1.287']	['R12079']
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16650']	[' 2.4.1.288']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16650']	[' 2.4.1.288']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16650']	[' 2.4.1.288']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16650']	[' 2.4.1.288']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16650']	[' 2.4.1.288']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16650']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16650']	[' 2.4.1.288']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16650']	[' 2.4.1.288']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13686']	[' 2.4.2.46']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16647']	[' 2.4.2.47']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16647', 'K16648']	[' 2.4.2.47']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16647', 'K16648']	[' 2.4.2.47']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13686']	[' 2.4.2.46']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16647']	[' 2.4.2.47']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16647', 'K16648']	[' 2.4.2.47']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16647', 'K16648']	[' 2.4.2.47']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K22902', 'K22902']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13686']	[' 2.4.2.46']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16647']	[' 2.4.2.47']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16647', 'K16648']	[' 2.4.2.47']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K16647', 'K16648']	[' 2.4.2.47']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K11385', 'K11386']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K13687']	[]	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00572	Arabinogalactan biosynthesis - Mycobacterium	['K18851']	[' 2.3.1.122']	[]
map00543	Exopolysaccharide biosynthesis	['K03208']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13683']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13684']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25875']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16703']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03819']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03818']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16710']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03818']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03606']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03208']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13683']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13684']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03819']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03818']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25875']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16703']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16710']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K11936', 'K21461', 'K11937']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K11936', 'K21461', 'K11937']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K11936', 'K21461', 'K11937']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19290', 'K19291']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19290', 'K19291']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19294', 'K19295', 'K19296', 'K19293']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19290', 'K19291']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19290', 'K19291']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19290', 'K19291']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19294', 'K19295', 'K19296', 'K19293']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19294', 'K19295', 'K19296', 'K19293']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19290', 'K19291']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K00640']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25205']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K20999']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K21001']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K21002']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K20921']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K20922']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25886']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03606']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K11936', 'K21461', 'K11937']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19290']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19294']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19296']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19293']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19291']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K11936']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K21461']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K00640']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25887']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25888']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13657']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13659']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25889']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25890']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25891']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13656']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13660']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13657']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13659']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13658']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13663']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13664']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13665']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13656']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13660']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13657']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13659']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13658']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13663']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13664']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13665']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16566']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16557']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16558']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16556']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16555']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16564']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16562']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16562']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16568']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16560']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16566']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16557']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16558']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16556']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16568']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16555']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16564']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16562']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16560']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16563']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03606']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K02852']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K02851']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K12582']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K02851']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K02852']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K12582']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K11936', 'K21461', 'K11937']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16563']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K19295']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25887']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25888']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25889']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25891']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25890']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K20997']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03208']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13683']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K13684']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25875']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16703']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03819']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03818']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K16710']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03818']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K03606']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K11937']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25892', 'K13663']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25892', 'K13663']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25892']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25903', 'K25904']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25905']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25906']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25902']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25911']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25913']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25902']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25903']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25904']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25905']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25912']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25906']	[]	[]
map00543	Exopolysaccharide biosynthesis	['K25907']	[]	[]
