KO	Modelseed_reaction
K03054	rxn38266	
K03053	rxn05846	
K03053	rxn05847
K03053	rxn05848	
K03053	rxn38266	
K15038	rxn16140
K15039	rxn16149
K16369	rxn06091
K15036	rxn20619	
K15036	rxn34705
K15036	rxn38011	
K16368	rxn16789
K15037	rxn20619	
K15037	rxn38011
K16363	rxn31098	
K16363	rxn31321	
K16363	rxn31322	
K16363	rxn31323	
K16363	rxn31324	
K16363	rxn31325	
K16363	rxn31326	
K16363	rxn31327
K16371	rxn00787
K16370	rxn32492	
K16370	rxn32571	
K16370	rxn32803	
K16370	rxn33087	
K16370	rxn34257	
K16370	rxn38004
K03084	rxn16668
K03079	rxn33862
K03078	rxn04928
K03077	rxn04082
K15052	rxn20619
K15016	rxn27455	
K15016	rxn34630
K15017	rxn00532	
K15017	rxn16140
K15013	rxn37337
K16343	rxn06088	
K16343	rxn07180	
K16343	rxn07256	
K16343	rxn07264	
K16343	rxn07649
K16343	rxn13951	
K16343	rxn15169	
K16342	rxn06088	
K16342	rxn07180	
K16342	rxn07256	
K16342	rxn07264	
K16342	rxn07649
K16342	rxn13951	
K16342	rxn15169	
K15018	rxn16146
K15019	rxn32064
K03027	rxn05846	
K03027	rxn05847
K03027	rxn05848	
K03027	rxn38266	
K03026	rxn05846	
K03026	rxn05847
K03026	rxn05848	
K03026	rxn38266	
K03025	rxn05846	
K03025	rxn05847
K03025	rxn05848	
K03025	rxn38266	
K03024	rxn05846	
K03024	rxn05847
K03024	rxn05848	
K03024	rxn38266	
K03023	rxn05846	
K03023	rxn05847
K03023	rxn05848	
K03023	rxn38266	
K03022	rxn05846	
K03022	rxn05847
K03022	rxn05848	
K03022	rxn38266	
K03021	rxn05846	
K03021	rxn05847
K03021	rxn05848	
K03021	rxn38266	
K03020	rxn05846	
K03020	rxn05847
K03020	rxn05848	
K03020	rxn38266	
K15020	rxn35427
K17689	rxn01696	
K17689	rxn02448	
K17689	rxn03992	
K17689	rxn04807	
K17689	rxn04808	
K17689	rxn04861	
K17689	rxn04862	
K17689	rxn04882	
K17689	rxn04883	
K17689	rxn04884	
K17689	rxn04890	
K17689	rxn11784	
K17689	rxn11796	
K17689	rxn11797	
K17689	rxn11799	
K17689	rxn11800	
K17689	rxn11802	
K17689	rxn11805	
K17689	rxn11813	
K17689	rxn11814	
K17689	rxn11815	
K17689	rxn11821	
K17689	rxn11822	
K17689	rxn11831	
K17689	rxn11832	
K17689	rxn11840	
K17689	rxn11841	
K17689	rxn11846	
K17689	rxn11866	
K17689	rxn11867	
K17689	rxn11868
K17689	rxn11869	
K17689	rxn11870	
K17689	rxn11900	
K17689	rxn11901	
K17689	rxn11902	
K17689	rxn12029	
K17689	rxn12031	
K17689	rxn15653	
K17689	rxn16241	
K17689	rxn16245	
K17689	rxn16260	
K17689	rxn34323	
K17689	rxn34324	
K15023	rxn06149
K17686	rxn38233
K15024	rxn28107	
K15024	rxn34298
K17685	rxn16243	
K17685	rxn16245	
K17685	rxn16258	
K17685	rxn16260	
K17685	rxn16261	
K17685	rxn16262
K15022	rxn33750
K17683	rxn04807	
K17683	rxn04808	
K17683	rxn07735	
K17683	rxn11851	
K17683	rxn11852	
K17683	rxn11853	
K17683	rxn11854	
K17683	rxn11900	
K17683	rxn11901	
K17683	rxn11902	
K17683	rxn12024	
K17683	rxn16245	
K17683	rxn16258	
K17683	rxn16260	
K17683	rxn16261	
K17683	rxn16262
K03016	rxn05846	
K03016	rxn05847
K03016	rxn05848	
K03016	rxn38266	
K03015	rxn05846	
K03015	rxn05847
K03015	rxn05848	
K03015	rxn38266	
K03014	rxn05846	
K03014	rxn05847
K03014	rxn05848	
K03014	rxn38266	
K03013	rxn05846	
K03013	rxn05847
K03013	rxn05848	
K03013	rxn38266	
K03012	rxn05846	
K03012	rxn05847
K03012	rxn05848	
K03012	rxn38266	
K03011	rxn05846	
K03011	rxn05847
K03011	rxn05848	
K03011	rxn38266	
K03010	rxn05846	
K03010	rxn05847
K03010	rxn05848	
K03010	rxn38266	
K04340	rxn02488
K04341	rxn02947
K04342	rxn27224
K17691	rxn02448	
K17691	rxn11900
K17691	rxn11902	
K04343	rxn01593
K17690	rxn01696	
K17690	rxn02448	
K17690	rxn11814	
K17690	rxn11815	
K17690	rxn11900	
K17690	rxn11901	
K17690	rxn11902	
K17690	rxn16241
K17690	rxn16245	
K03019	rxn05846	
K03019	rxn05847
K03019	rxn05848	
K03019	rxn38266	
K03018	rxn05846	
K03018	rxn05847
K03018	rxn05848	
K03018	rxn38266	
K03017	rxn05846	
K03017	rxn05847
K03017	rxn05848	
K03017	rxn38266	
K16320	rxn00594	
K16320	rxn00595
K17650	rxn02231
K03052	rxn05846	
K03052	rxn05847
K03052	rxn05848	
K03052	rxn38266	
K03051	rxn05846	
K03051	rxn05847
K03051	rxn05848	
K03051	rxn38266	
K03050	rxn05846	
K03050	rxn05847
K03050	rxn05848	
K03050	rxn38266	
K16329	rxn30752
K16328	rxn02375
K03049	rxn05846	
K03049	rxn05847
K03049	rxn05848	
K03049	rxn38266	
K03048	rxn05846	
K03048	rxn05847
K03048	rxn05848	
K03048	rxn38266	
K03047	rxn05846	
K03047	rxn05847
K03047	rxn05848	
K03047	rxn38266	
K03046	rxn05846	
K03046	rxn05847
K03046	rxn05848	
K03046	rxn38266	
K03045	rxn05846	
K03045	rxn05847
K03045	rxn05848	
K03045	rxn38266	
K03044	rxn05846	
K03044	rxn05847
K03044	rxn05848	
K03044	rxn38266	
K03043	rxn05846	
K03043	rxn05847
K03043	rxn05848	
K03043	rxn38266	
K03042	rxn05846	
K03042	rxn05847
K03042	rxn05848	
K03042	rxn38266	
K16330	rxn02375	
K16330	rxn30752
K03041	rxn05846	
K03041	rxn05847
K03041	rxn05848	
K03041	rxn38266	
K03040	rxn05846	
K03040	rxn05847
K03040	rxn05848	
K03040	rxn38266	
K16339	rxn16288
K15098	rxn01469
K15099	rxn14390
K15086	rxn07447
K15089	rxn01787
K15087	rxn07448
K15088	rxn37997
K15096	rxn04136
K15097	rxn01467
K15094	rxn01566
K15095	rxn01850
K15092	rxn04281
K15092	rxn04282	
K15093	rxn14129
K15090	rxn02336
K15091	rxn14271
K05822	rxn03030
K05823	rxn01972
K05824	rxn30153	
K05824	rxn30207	
K05824	rxn30393
K05825	rxn17384
K05827	rxn16617
K05828	rxn16618
K05829	rxn16619
K05821	rxn37937	
K05821	rxn37938	
K05821	rxn38254	
K05821	rxn38670
K17877	rxn14028
K17877	rxn14395	
K17875	rxn16656
K17875	rxn16657	
K17875	rxn16658	
K05889	rxn06320
K05881	rxn00745
K05884	rxn04934
K05887	rxn01363	
K05887	rxn04661	
K05887	rxn04662	
K05887	rxn27110
K15226	rxn24109
K15229	rxn13964
K15227	rxn24109
K15228	rxn13964
K05878	rxn00745
K05879	rxn00745
K05873	rxn35429	
K05873	rxn35443
K17851	rxn16338
K17865	rxn30763
K17864	rxn04867	
K17864	rxn04868
K17863	rxn04867	
K17863	rxn16743
K17862	rxn16652
K04561	rxn05801
K05894	rxn31673
K05895	rxn03492	
K05895	rxn04050
K04566	rxn30164
K04567	rxn30164
K05898	rxn16722
K17832	rxn07875
K17839	rxn17248	
K17839	rxn22384
K17838	rxn07099
K17837	rxn07099
K17836	rxn07099
K04516	rxn33299
K04517	rxn33078
K05848	rxn04383
K04518	rxn19253	
K04518	rxn33346
K17842	rxn16624
K17841	rxn26505	
K17841	rxn27520
K17841	rxn28382	
K17841	rxn28890	
K17841	rxn31246	
K16515	rxn03089
K16514	rxn07630
K05830	rxn16620
K05831	rxn16621
K17819	rxn16625
K17818	rxn04941
K17818	rxn15661	
K05860	rxn06378
K05860	rxn31671	
K05861	rxn06378
K05861	rxn31671	
K17829	rxn38810
K17828	rxn01361
K05857	rxn06378
K05857	rxn31671	
K05858	rxn06378
K05858	rxn31671	
K05859	rxn06378
K05859	rxn31671	
K05851	rxn35429	
K05851	rxn35443
K03186	rxn00921
K03186	rxn02118	
K03186	rxn02415	
K03186	rxn31691	
K03186	rxn33766	
K03185	rxn15782
K03185	rxn31692	
K03184	rxn04139
K03184	rxn15784	
K03183	rxn03397	
K03183	rxn04674
K03183	rxn06831	
K03183	rxn15783	
K03183	rxn16584	
K03182	rxn31691
K03182	rxn33766	
K03181	rxn00966
K03179	rxn03893	
K03179	rxn11643
K04480	rxn11601
K04480	rxn15963	
K03151	rxn07293
K03148	rxn07291
K03147	rxn02485
K05797	rxn14227
K03153	rxn07295
K04486	rxn30698
K04487	rxn31336
K05929	rxn31984	
K05929	rxn32327
K05929	rxn32490	
K05921	rxn02885
K05921	rxn03041	
K05928	rxn23800	
K05928	rxn27334
K05913	rxn00968
K05917	rxn31477
K05917	rxn31478	
K05947	rxn04021
K04618	rxn34771
K05942	rxn34204
K17900	rxn15315
K17900	rxn15536	
K05933	rxn04992
K05934	rxn03513	
K05934	rxn04047
K05936	rxn03514	
K05936	rxn30072
K05939	rxn05996
K05939	rxn06803	
K05907	rxn34797
K05901	rxn01722	
K05901	rxn03976	
K05901	rxn08459
K05901	rxn35376	
K05906	rxn22000
K17991	rxn16302
K17991	rxn16303	
K03343	rxn20638
K03342	rxn19071
K03342	rxn20499	
K03341	rxn11752
K03340	rxn01991
K03335	rxn02007	
K03335	rxn15544
K03334	rxn00477	
K03334	rxn00488	
K03334	rxn01574	
K03334	rxn32053	
K03334	rxn38887	
K03334	rxn38890
K03333	rxn01064
K03332	rxn15088
K03331	rxn33066
K03330	rxn10534
K05992	rxn34305
K03339	rxn01176
K03338	rxn03023
K03337	rxn12146
K03336	rxn12147
K03371	rxn06735
K03370	rxn06393
K03368	rxn03466
K03368	rxn06758	
K03367	rxn06227
K03366	rxn01685	
K03366	rxn01686	
K03366	rxn02112
K03366	rxn15373	
K03365	rxn00717
K03365	rxn01025	
K03365	rxn02090	
K03369	rxn03184
K15320	rxn07218
K16651	rxn10609
K17989	rxn00426
K17989	rxn30143	
K17989	rxn32961	
K17950	rxn07450
K05966	rxn09320
K15303	rxn16249	
K15303	rxn16250	
K15303	rxn16251
K15303	rxn16252	
K05954	rxn16685
K05955	rxn16685
K05957	rxn02006
K04628	rxn01090	
K04628	rxn06653
K16619	rxn06079	
K16619	rxn06087	
K16619	rxn31520
K16619	rxn31655	
K16619	rxn31671	
K05979	rxn04036
K05973	rxn06858
K15253	rxn03707
K15253	rxn03709	
K15253	rxn04648	
K15253	rxn04654	
K03272	rxn13940	
K03272	rxn13941
K03271	rxn13947	
K03271	rxn16611
K03270	rxn32076
K03269	rxn20046
K03268	rxn02526	
K03268	rxn02539	
K03268	rxn03729	
K03268	rxn04646	
K03268	rxn04671	
K03268	rxn16013	
K03268	rxn16014
K15236	rxn20036	
K15236	rxn20037
K17899	rxn01780
K15237	rxn31698
K17898	rxn01780
K15234	rxn00259
K15232	rxn00971
K15233	rxn00971
K15230	rxn33092
K17893	rxn16346
K15231	rxn33092
K15238	rxn31698
K15239	rxn03581
K15239	rxn06893	
K15240	rxn03560
K15245	rxn03746	
K15245	rxn03747
K15245	rxn03749	
K15245	rxn08458	
K15246	rxn03746	
K15246	rxn03747
K15246	rxn03749	
K15243	rxn11653
K15244	rxn11653
K15241	rxn03702
K15241	rxn03703	
K15242	rxn17743
K03280	rxn06067
K03279	rxn06065
K03278	rxn06068
K03276	rxn06065
K03274	rxn03511
K03273	rxn03919
K03273	rxn16613	
K04719	rxn15951
K04711	rxn04375
K04712	rxn07109
K04713	rxn04382
K04713	rxn26738	
K04714	rxn14381
K04715	rxn01087
K04716	rxn30432
K04717	rxn30432
K04718	rxn32395	
K04718	rxn33264
K04710	rxn06012
K04710	rxn07108	
K04708	rxn31436
K04709	rxn07108	
K04709	rxn07110
K03405	rxn38539
K03404	rxn38539
K03403	rxn38539
K04720	rxn04385
K14126	rxn35454
K14127	rxn35454
K14128	rxn35454
K03465	rxn04464
K03464	rxn15642
K03462	rxn00941
K15467	rxn04805
K16795	rxn03077
K16794	rxn03077
K14130	rxn01212
K15461	rxn13976
K15461	rxn14216	
K16793	rxn02466
K16793	rxn03034	
K16793	rxn16566	
K16792	rxn02466
K16792	rxn03034	
K16792	rxn16566	
K14138	rxn12080
K04781	rxn04454
K04782	rxn04454
K02160	rxn38011
K03476	rxn07492
K03475	rxn07486
K03474	rxn04070
K03473	rxn02939
K03472	rxn01331
K03429	rxn06219
K03429	rxn06671	
K03428	rxn38512
K03426	rxn02154	
K03426	rxn38181
K15422	rxn32810	
K15422	rxn32830	
K15422	rxn33222	
K15422	rxn33623
K15429	rxn11548
K15428	rxn31689	
K15428	rxn32991
K04747	rxn05801
K04748	rxn05801
K03419	rxn07241
K03418	rxn01817
K03417	rxn31866
K03416	rxn00258	
K03416	rxn00678
K04742	rxn06114
K04743	rxn06115
K04743	rxn07228	
K15401	rxn16290
K15401	rxn34302	
K15402	rxn16292
K15400	rxn15971
K15407	rxn06485
K15405	rxn16309
K15405	rxn16310	
K15406	rxn06070	
K15406	rxn16316
K15404	rxn16308
K03434	rxn34310
K03431	rxn32450
K03430	rxn02900
K04765	rxn00367	
K04765	rxn00463	
K04765	rxn02154	
K04765	rxn02176	
K04765	rxn29978	
K04765	rxn32148	
K04765	rxn33568	
K04765	rxn33891
K04765	rxn38181	
K04765	rxn38233	
K14068	rxn15961
K15399	rxn16298
K14069	rxn15961
K14066	rxn38135
K15397	rxn16256
K14067	rxn00934
K15398	rxn37696
K14073	rxn15315
K14073	rxn15536	
K14074	rxn15315
K14074	rxn15536	
K14070	rxn15961
K14075	rxn15315
K14075	rxn15536	
K14076	rxn15315
K14076	rxn15536	
K14084	rxn15988
K14085	rxn02122	
K14085	rxn02226	
K14085	rxn02227	
K14085	rxn15053	
K14085	rxn27728	
K14085	rxn30209
K14085	rxn31362	
K14085	rxn31371	
K14085	rxn31895	
K14085	rxn31901	
K14085	rxn32139	
K14085	rxn32516	
K14085	rxn32720	
K14085	rxn32956	
K14085	rxn33132	
K14085	rxn33145	
K14085	rxn33432	
K14085	rxn33557	
K14085	rxn33696	
K14082	rxn15988	
K14082	rxn16844
K14082	rxn16845	
K14083	rxn15988
K14080	rxn15963
K14081	rxn15963
K14048	rxn31388
K14046	rxn24024
K14047	rxn15987
K14044	rxn24023
K14045	rxn15981
K15376	rxn16574	
K15376	rxn16583
K14042	rxn24021	
K14042	rxn24971
K15373	rxn06187
K14043	rxn04185
K03392	rxn03003
K03391	rxn06545
K03391	rxn31530	
K03385	rxn03978
K03383	rxn03847
K03382	rxn03845	
K03382	rxn07177
K03381	rxn00588	
K03381	rxn02969	
K03381	rxn03611	
K03381	rxn07902	
K03381	rxn07903	
K03381	rxn15996
K03380	rxn00586
K03380	rxn02545	
K03379	rxn01598	
K03379	rxn04472
K03378	rxn02565	
K03378	rxn02566
K15357	rxn12748
K15358	rxn07774
K02083	rxn33359
K02080	rxn11877
K14028	rxn14207
K14028	rxn15989	
K14028	rxn15990	
K15359	rxn16314
K14029	rxn14207
K14029	rxn15989	
K14029	rxn15990	
K02079	rxn03504
K14037	rxn04174	
K14037	rxn16737
K14038	rxn15985
K14036	rxn24022
K14039	rxn07097
K03399	rxn04051	
K03399	rxn07589
K03396	rxn32015
K03394	rxn02775	
K03394	rxn14270
K14040	rxn04227
K15371	rxn19827
K14041	rxn04176
K14041	rxn04178	
K14041	rxn24021	
K15372	rxn01233
K15372	rxn28267	
K04835	rxn02625
K03506	rxn05816	
K03506	rxn05817
K03506	rxn05818	
K03506	rxn05819	
K03505	rxn05816	
K03505	rxn05817
K03505	rxn05818	
K03505	rxn05819	
K03504	rxn05816	
K03504	rxn05817
K03504	rxn05818	
K03504	rxn05819	
K16839	rxn16356
K15506	rxn15888
K16838	rxn31539	
K16838	rxn35436
K16838	rxn35447	
K03527	rxn19956
K03527	rxn26481	
K03526	rxn32619
K03525	rxn02128	
K03525	rxn03047
K03525	rxn12510	
K03524	rxn00792
K03524	rxn06864	
K16818	rxn06089
K16818	rxn06562	
K16818	rxn07650	
K16818	rxn15170	
K16817	rxn06088	
K16817	rxn06089
K16817	rxn06562	
K16817	rxn07180	
K16817	rxn07256	
K16817	rxn07264	
K16817	rxn07649	
K16817	rxn07650	
K16817	rxn13951	
K16817	rxn15169	
K16817	rxn15170	
K16816	rxn15315
K16816	rxn15536	
K03517	rxn20661
K14244	rxn16057
K15575	rxn32361
K15573	rxn33086
K15574	rxn32361
K15571	rxn33666
K15572	rxn32843
K14249	rxn16049
K02257	rxn38143
K14250	rxn16050	
K14250	rxn16166	
K14250	rxn16167
K14250	rxn16191	
K02259	rxn05121
K14257	rxn03756
K15588	rxn06515	
K15588	rxn06804	
K15588	rxn27929	
K15588	rxn31454
K14255	rxn16053	
K14255	rxn16062
K14256	rxn02851
K14256	rxn16055	
K14256	rxn16060	
K14253	rxn14053
K14254	rxn16059
K14251	rxn16051
K14252	rxn14292	
K14252	rxn16052
K14259	rxn16048
K14260	rxn29946
K14260	rxn38029	
K16881	rxn32754
K16881	rxn33633	
K02276	rxn33884
K02275	rxn33884
K02274	rxn33884
K15567	rxn32205
K15568	rxn32205
K15569	rxn33440
K03594	rxn31826
K15570	rxn33440
K16860	rxn05963
K16860	rxn06086	
K16860	rxn33140	
K16876	rxn02140
K16879	rxn06291
K14215	rxn16106
K16878	rxn06291
K16877	rxn06291
K02201	rxn32643
K02204	rxn38153
K02203	rxn30983	
K02203	rxn38153
K15511	rxn16399
K16843	rxn03963
K15512	rxn16399
K16842	rxn19141
K16841	rxn02761
K16840	rxn35436
K15519	rxn01220	
K15519	rxn01508	
K15519	rxn38020
K15517	rxn04073
K16849	rxn01122
K15518	rxn01444
K16846	rxn15696
K15513	rxn16400
K16845	rxn15696
K15514	rxn16398
K16844	rxn04935
K02233	rxn19322
K02232	rxn03540
K02231	rxn03536
K02231	rxn03537	
K02231	rxn04413	
K02230	rxn10476
K16850	rxn01122
K16856	rxn27429
K16855	rxn33663
K02224	rxn06887
K02224	rxn06979	
K02229	rxn03532
K02228	rxn03534
K02227	rxn05054
K02227	rxn24142	
K02226	rxn03150
K02225	rxn05054
K02225	rxn24142	
K14187	rxn33078	
K14187	rxn33299
K14188	rxn06227
K14185	rxn12183
K14186	rxn12181
K14190	rxn32841
K14163	rxn06445
K14163	rxn32256	
K14164	rxn35213
K14173	rxn28404
K14170	rxn19253	
K14170	rxn33299
K14170	rxn33346	
K14178	rxn07446
K14179	rxn07464
K14176	rxn16002
K14177	rxn22962
K14174	rxn14215
K14175	rxn11885
K02170	rxn16573
K02169	rxn16385
K02164	rxn05801
K03495	rxn14208
K14183	rxn01661
K14184	rxn12056
K14184	rxn12182	
K14181	rxn14163	
K14181	rxn16724
K14182	rxn04379
K14180	rxn01658
K15472	rxn16420
K15472	rxn16421	
K14159	rxn05816	
K14159	rxn05817
K14159	rxn05818	
K14159	rxn05819	
K14156	rxn38064	
K14156	rxn38094
K14157	rxn01662
K14157	rxn37893	
K14154	rxn29006	
K14154	rxn31983
K14155	rxn01735	
K14155	rxn03379	
K14155	rxn30634
K14155	rxn33352	
K14152	rxn19892
K14152	rxn19896	
K14152	rxn19898	
K14152	rxn28381	
K14152	rxn30697	
K14153	rxn28046
K14153	rxn28109	
K14153	rxn29006	
K02191	rxn04051	
K02191	rxn07588
K02190	rxn37661
K02189	rxn30256
K02188	rxn07587
K16949	rxn01357
K03621	rxn05901	
K03621	rxn14401
K16953	rxn19568
K16952	rxn05093
K16951	rxn31408
K16950	rxn31408
K15629	rxn16588
K16955	rxn16843
K16954	rxn16843
K02319	rxn05816	
K02319	rxn05817
K02319	rxn05818	
K02319	rxn05819	
K02318	rxn32643
K02318	rxn33067	
K03644	rxn31528
K03644	rxn31529	
K16937	rxn04961
K16936	rxn04961
K03639	rxn24829
K03638	rxn16574
K02305	rxn05801
K02304	rxn02774
K02304	rxn28987	
K03635	rxn16232
K02303	rxn35413
K02302	rxn02774	
K02302	rxn28987	
K02302	rxn35413
K16904	rxn01221	
K16904	rxn01222
K16902	rxn08458	
K16902	rxn08459	
K16902	rxn16359
K16901	rxn01945	
K16901	rxn02363	
K16901	rxn16359
K13035	rxn00343
K13035	rxn32243	
K14367	rxn03819
K13034	rxn15369	
K13034	rxn31670	
K13034	rxn32343
K13034	rxn33241	
K13034	rxn35480	
K14368	rxn03820
K14366	rxn03582
K13031	rxn15387
K13030	rxn02991	
K13030	rxn32734
K13033	rxn01131	
K13033	rxn05998	
K13033	rxn16200	
K13033	rxn31668
K13032	rxn15343
K13039	rxn33453
K13038	rxn02341	
K13038	rxn09177
K14369	rxn03809	
K14369	rxn03821
K01046	rxn15315
K01046	rxn15536	
K01047	rxn06088	
K01047	rxn07180	
K01047	rxn07256	
K01047	rxn07264	
K01047	rxn07649
K01047	rxn13951	
K01047	rxn15169	
K02377	rxn32399
K01044	rxn04559
K01044	rxn11777	
K01044	rxn11779	
K01044	rxn12023	
K01044	rxn12028	
K01044	rxn12030	
K01042	rxn35492
K01040	rxn03799	
K01040	rxn15439
K02372	rxn30140	
K02372	rxn31321	
K02372	rxn31322	
K02372	rxn31323	
K02372	rxn31324	
K02372	rxn31325	
K02372	rxn31326	
K02372	rxn31327
K02371	rxn25720	
K02371	rxn25745
K02371	rxn25746	
K02371	rxn25749	
K02371	rxn31253	
K02371	rxn31272	
K02371	rxn31275	
K02371	rxn31277	
K14370	rxn03810
K14370	rxn03811	
K14371	rxn15623	
K14371	rxn15625
K14371	rxn15627	
K14371	rxn15629	
K01049	rxn00754
K14379	rxn38689
K13042	rxn05011
K14374	rxn04337
K14374	rxn04338	
K14374	rxn04339	
K14374	rxn04340	
K14375	rxn04345	
K14375	rxn04346	
K14375	rxn04347	
K14375	rxn04348	
K14375	rxn04349	
K14375	rxn04350	
K14375	rxn04351	
K14375	rxn04352	
K14375	rxn04353
K14375	rxn04354	
K14375	rxn04355	
K14375	rxn04356	
K14375	rxn04357	
K14375	rxn04358	
K14375	rxn04359	
K14375	rxn04360	
K14372	rxn04326	
K14372	rxn04328	
K14372	rxn04329	
K14372	rxn04331
K13043	rxn14372
K14373	rxn04333	
K14373	rxn04334	
K14373	rxn04335
K14373	rxn04336	
K02370	rxn34313
K02370	rxn34314	
K01035	rxn00875	
K01035	rxn00990
K01035	rxn00994	
K01035	rxn07623	
K01034	rxn00875	
K01034	rxn00990
K01034	rxn00994	
K01034	rxn07623	
K02364	rxn07459
K01031	rxn02143
K02363	rxn07459
K01032	rxn02143
K02362	rxn07459
K02361	rxn19940
K01039	rxn03799	
K01039	rxn15439
K02369	rxn34313
K02368	rxn34314
K13015	rxn00298
K13014	rxn07477
K01071	rxn34719	
K01071	rxn34727	
K01071	rxn37968
K01070	rxn38706
K13019	rxn16442
K01068	rxn11713	
K01068	rxn11714	
K01068	rxn11715	
K01068	rxn11716	
K01068	rxn11717	
K01068	rxn16288	
K01068	rxn20503	
K01068	rxn25709	
K01068	rxn25713	
K01068	rxn33702	
K01068	rxn33728
K01068	rxn37686	
K01069	rxn33079
K01067	rxn30335
K01062	rxn03077
K01063	rxn11535
K01063	rxn11536	
K15680	rxn02035	
K15680	rxn02718	
K15680	rxn03256
K15680	rxn03310	
K15680	rxn16257	
K13024	rxn04039	
K13024	rxn14185
K01060	rxn02196
K01061	rxn03800	
K01061	rxn04650	
K01061	rxn07908	
K01061	rxn07909	
K01061	rxn15998	
K01061	rxn16082	
K01061	rxn16084	
K01061	rxn31706
K01061	rxn38059	
K01061	rxn38509	
K13028	rxn02030
K13027	rxn32509	
K13027	rxn32743	
K13027	rxn33232
K13029	rxn01954
K13029	rxn02998	
K13029	rxn33496	
K01057	rxn19018
K01058	rxn06088	
K01058	rxn06089
K01058	rxn06562	
K01058	rxn07180	
K01058	rxn07256	
K01058	rxn07264	
K01058	rxn07649	
K01058	rxn07650	
K01058	rxn13951	
K01058	rxn15169	
K01058	rxn15170	
K01055	rxn02144
K01053	rxn01107	
K01053	rxn02663
K01053	rxn32924	
K01054	rxn15667
K01051	rxn15321
K01052	rxn01066
K01059	rxn31418
K15652	rxn01188
K14329	rxn01183	
K14329	rxn16115	
K14329	rxn16116	
K14329	rxn16117
K01003	rxn00162
K01000	rxn03903	
K01000	rxn03904
K01001	rxn05916
K01008	rxn27531
K02339	rxn05816	
K02339	rxn05817
K02339	rxn05818	
K02339	rxn05819	
K01006	rxn20655
K02338	rxn05816	
K02338	rxn05817
K02338	rxn05818	
K02338	rxn05819	
K01007	rxn33266
K02337	rxn05816	
K02337	rxn05817
K02337	rxn05818	
K02337	rxn05819	
K01004	rxn06971
K02335	rxn05816	
K02335	rxn05817
K02335	rxn05818	
K02335	rxn05819	
K14334	rxn02370
K14333	rxn00592
K14338	rxn06427	
K14338	rxn06596	
K14338	rxn13961
K15669	rxn16614
K14336	rxn07213
K02323	rxn05816	
K02323	rxn05817
K02323	rxn05818	
K02323	rxn05819	
K02322	rxn05816	
K02322	rxn05817
K02322	rxn05818	
K02322	rxn05819	
K02321	rxn05816	
K02321	rxn05817
K02321	rxn05818	
K02321	rxn05819	
K02320	rxn05816	
K02320	rxn05817
K02320	rxn05818	
K02320	rxn05819	
K03651	rxn35432
K03650	rxn14208
K02328	rxn05816	
K02328	rxn05817
K02328	rxn05818	
K02328	rxn05819	
K02327	rxn05816	
K02327	rxn05817
K02327	rxn05818	
K02327	rxn05819	
K02326	rxn05816	
K02326	rxn05817
K02326	rxn05818	
K02326	rxn05819	
K02325	rxn05816	
K02325	rxn05817
K02325	rxn05818	
K02325	rxn05819	
K02324	rxn05816	
K02324	rxn05817
K02324	rxn05818	
K02324	rxn05819	
K16964	rxn16342
K15633	rxn35234
K15639	rxn16605
K15639	rxn16606	
K16969	rxn16355
K16968	rxn16355
K16967	rxn16628
K15634	rxn35234
K16966	rxn16342
K15635	rxn35234
K16965	rxn16342
K01020	rxn06115
K01020	rxn07228	
K01028	rxn00290
K01029	rxn00290
K01026	rxn00677	
K01026	rxn01056	
K01026	rxn03798
K01027	rxn00290
K02345	rxn05816	
K02345	rxn05817
K02345	rxn05818	
K02345	rxn05819	
K01014	rxn05946
K02344	rxn05816	
K02344	rxn05817
K02344	rxn05818	
K02344	rxn05819	
K01011	rxn01416	
K01011	rxn02229
K02343	rxn05816	
K02343	rxn05817
K02343	rxn05818	
K02343	rxn05819	
K01012	rxn14045
K02342	rxn05816	
K02342	rxn05817
K02342	rxn05818	
K02342	rxn05819	
K02341	rxn05816	
K02341	rxn05817
K02341	rxn05818	
K02341	rxn05819	
K02340	rxn05816	
K02340	rxn05817
K02340	rxn05818	
K02340	rxn05819	
K01019	rxn06558
K01019	rxn06854	
K01017	rxn06114
K01015	rxn02445	
K01015	rxn05877
K01015	rxn14026	
K01015	rxn14214	
K01016	rxn01690
K14286	rxn00538
K14287	rxn14382
K02294	rxn07385	
K02294	rxn07387	
K02294	rxn31339	
K02294	rxn31340
K02294	rxn31341	
K02293	rxn11619	
K02293	rxn16495	
K02293	rxn16496	
K02293	rxn16497
K02293	rxn31261	
K02293	rxn32292	
K02292	rxn03648
K02292	rxn07394	
K02291	rxn27520
K02291	rxn28382	
K02291	rxn28890	
K14268	rxn01631	
K14268	rxn27867
K14266	rxn16414
K14267	rxn03087
K14264	rxn01435	
K14264	rxn02912
K14265	rxn01947	
K14265	rxn38818
K14263	rxn00729
K14263	rxn03362	
K14263	rxn34212	
K14272	rxn32557
K14272	rxn35212	
K14272	rxn38029	
K14275	rxn01753
K14273	rxn15186
K14273	rxn15188	
K14274	rxn01751
K15730	rxn33377
K15739	rxn16431
K15734	rxn32074
K03742	rxn01669
K03743	rxn01669
K15742	rxn23779	
K15742	rxn27013	
K15742	rxn28908	
K15742	rxn28909
K15742	rxn28910	
K15742	rxn28911	
K15740	rxn10543
K14410	rxn38689
K15741	rxn23779
K15741	rxn27013	
K14419	rxn06906
