ko	rxn	ModelSeed_ID
K13273	R03245	rxn02322
K25518	R12895	
K03186	R12895	
K22465	R11919	
K25497	R12854	
K25498	R12855	
K25499	R12856	
K07384	R05765	rxn04018
K21925	R09972	rxn16818
K22208	R09972	rxn16818
K21938	R09963	rxn16810
K23144	R12242	
K05953	R00075	rxn00055
K14271	R07277	rxn05037
K22374	R07141	rxn04939
K22374	R07142	rxn04940
K18054	R07185	rxn04966
K18054	R07186	rxn04967
K18054	R07187	rxn04968
K18054	R12826	
K18282	R00152	rxn00115
K18151	R00469	rxn00327
K17877	R00787	rxn00568
K17877	R00789	rxn00569
K17877	R00790	rxn05893
K17877	R05712	rxn03978
K26139	R00787	rxn00568
K26139	R00789	rxn00569
K26139	R00790	rxn05893
K26139	R05712	rxn03978
K26138	R00787	rxn00568
K26138	R00789	rxn00569
K26138	R00790	rxn05893
K26138	R05712	rxn03978
K00361	R00787	rxn00568
K00361	R00789	rxn00569
K00361	R00790	rxn05893
K00361	R05712	rxn03978
K00366	R00787	rxn00568
K00366	R00789	rxn00569
K00366	R00790	rxn05893
K00366	R05712	rxn03978
K00362	R00787	rxn00568
K00362	R00789	rxn00569
K00362	R00790	rxn05893
K00362	R05712	rxn03978
K00363	R00787	rxn00568
K00363	R00789	rxn00569
K00363	R00790	rxn05893
K00363	R05712	rxn03978
K03385	R00787	rxn00568
K03385	R00789	rxn00569
K03385	R00790	rxn05893
K03385	R05712	rxn03978
K15876	R00787	rxn00568
K15876	R00789	rxn00569
K15876	R00790	rxn05893
K15876	R05712	rxn03978
K00281	R01221	rxn00908
K00282	R01221	rxn00908
K00283	R01221	rxn00908
K00605	R01221	rxn00908
K00382	R01221	rxn00908
K02437	R01221	rxn00908
K00659	R03720	rxn02640
K25364	R03691	rxn02620
K00272	R00359	rxn00263
K19967	R08195	rxn11729
K23992	R09669	rxn16512
K07281	R09669	rxn16512
K07141	R11582	
K15631	R11583	
K21672	R02825	rxn02029
K10793	R02825	rxn02029
K10794	R02825	rxn02029
K25315	R12824	
K25315	R12825	
K20498	R00221	rxn00166
K01753	R00221	rxn00166
K03271	R09769	rxn16611
K03271	R05645	
K01780	R12313	
K23120	R12341	
K23122	R12237	
K01764	R02480	rxn06171
K16651	R06531	rxn04386
K04720	R06530	rxn04385
K02225	R06529	rxn04384
K02227	R06529	rxn04384
K11155	R02366	rxn06160
K11155	R02367	rxn01701
K11155	R02368	rxn01702
K11155	R08387	rxn11897
K11156	R02366	rxn06160
K11156	R02367	rxn01701
K11156	R02368	rxn01702
K11156	R08387	rxn11897
K00678	R02366	rxn06160
K00678	R02367	rxn01701
K00678	R02368	rxn01702
K00678	R08387	rxn11897
K11157	R02366	rxn06160
K11157	R02367	rxn01701
K11157	R02368	rxn01702
K11157	R08387	rxn11897
K11158	R08388	rxn11898
K11155	R08381	rxn11892
K11155	R08389	rxn11899
K11156	R08381	rxn11892
K11156	R08389	rxn11899
K00678	R08381	rxn11892
K00678	R08389	rxn11899
K00157	R08384	rxn11895
K00157	R08385	rxn11896
K07249	R08384	rxn11895
K07249	R08385	rxn11896
K11147	R08382	rxn11893
K11147	R08383	rxn11894
K11148	R08382	rxn11893
K11148	R08383	rxn11894
K00061	R08382	rxn11893
K00061	R08383	rxn11894
K11152	R08382	rxn11893
K11152	R08383	rxn11894
K11153	R08382	rxn11893
K11153	R08383	rxn11894
K22102	R11718	
K00867	R02971	rxn02128
K03525	R02971	rxn02128
K09680	R02971	rxn02128
K01947	R02971	rxn02128
K08069	R02973	rxn02130
K00997	R01625	rxn06023
K06133	R01625	rxn06023
K08682	R01623	rxn06022
K03742	R02322	rxn01669
K03743	R02322	rxn01669
K10811	R02863	rxn02055
K01000	R05630	rxn03904
K07031	R09770	rxn16612
K03273	R09771	rxn16613
K15669	R09772	rxn16614
K00743	R05978	rxn39571
K00718	R06027	rxn31294
K00743	R06169	rxn39632
K00718	R06170	rxn31497
K07252	R01004	rxn05913
K12345	R12299	
K19743	R01246	rxn00928
K19743	R01249	rxn00930
K19742	R01246	rxn00928
K19742	R01249	rxn00930
K18384	R04374	rxn03037
K22548	R04374	rxn03037
K00273	R02894	rxn02071
K00273	R09496	rxn16338
K17851	R02894	rxn02071
K17851	R09496	rxn16338
K23233	R00562	rxn00402
K23233	R12707	
K24954	R00562	rxn00402
K24954	R12707	
K24955	R00562	rxn00402
K24955	R12707	
K00296	R00563	rxn00403
K00296	R12706	
K24952	R00563	rxn00403
K24952	R12706	
K24953	R00563	rxn00403
K24953	R12706	
K08968	R02025	rxn06077
K04715	R01495	rxn01087
K04715	R06522	rxn04378
K01080	R01495	rxn01087
K01080	R06522	rxn04378
K04716	R01495	rxn01087
K04716	R06522	rxn04378
K04717	R01495	rxn01087
K04717	R06522	rxn04378
K01123	R02542	rxn01845
K18575	R03415	rxn06374
K08743	R07380	rxn07257
K01122	R07388	rxn07265
K22387	R07388	rxn07265
K01115	R07385	rxn07262
K16860	R07385	rxn07262
K17717	R07385	rxn07262
K21362	R04472	rxn06702
K20024	R11080	
K14458	R03755	rxn06474
K14458	R03756	rxn06475
K14457	R03755	rxn06474
K14457	R03756	rxn06475
K05295	R02207	rxn01582
K05295	R02209	rxn01584
K00212	R02207	rxn01582
K00212	R02209	rxn01584
K01016	R02350	rxn01690
K12343	R10242	rxn22407
K12344	R10242	rxn22407
K12345	R10242	rxn22407
K00037	R02476	rxn01793
K00037	R02477	rxn01794
K00699	R02478	rxn01795
K01015	R03404	rxn02444
K01015	R03405	rxn02445
K01131	R03404	rxn02444
K01131	R03405	rxn02445
K09001	R12755	
K00972	R10183	rxn17713
K18674	R08967	rxn14056
K21279	R11439	
K05304	R11439	
K21055	R11440	
K21750	R11441	
K21749	R11441	
K13382	R04305	rxn02997
K01131	R08942	rxn14238
K01131	R08978	rxn14214
K01015	R08942	rxn14238
K01015	R08978	rxn14214
K01131	R08941	rxn14180
K01131	R08977	rxn14026
K01015	R08941	rxn14180
K01015	R08977	rxn14026
K11533	R07762	rxn07576
K00647	R07762	rxn07576
K09458	R07762	rxn07576
K14534	R10782	
K00132	R01172	rxn00869
K00132	R01173	rxn00870
K04072	R01172	rxn00869
K04072	R01173	rxn00870
K04073	R01172	rxn00869
K04073	R01173	rxn00870
K18366	R01172	rxn00869
K18366	R01173	rxn00870
K03821	R04254	rxn15455
K22881	R04254	rxn15455
K01034	R01176	rxn00873
K01034	R01179	rxn00875
K01035	R01176	rxn00873
K01035	R01179	rxn00875
K19709	R01176	rxn00873
K19709	R01179	rxn00875
K23756	R01176	rxn00873
K23756	R01179	rxn00875
K01896	R01176	rxn00873
K01896	R01179	rxn00875
K01913	R01176	rxn00873
K01913	R01179	rxn00875
K00634	R01174	rxn00871
K11533	R07765	rxn07579
K00208	R07765	rxn07579
K02371	R07765	rxn07579
K11533	R07764	rxn07578
K02372	R07764	rxn07578
K11533	R07763	rxn07577
K00059	R07763	rxn07577
K03921	R08161	rxn12017
K03922	R08161	rxn12017
K23992	R09670	rxn16513
K07291	R09670	rxn16513
K22214	R11773	
K01432	R00524	rxn00374
K01432	R00525	rxn00375
K01432	R00944	rxn00691
K01432	R01959	rxn01437
K01432	R02509	rxn01817
K14263	R00524	rxn00374
K14263	R00525	rxn00375
K14263	R00944	rxn00691
K14263	R01959	rxn01437
K14263	R02509	rxn01817
K07130	R00524	rxn00374
K07130	R00525	rxn00375
K07130	R00944	rxn00691
K07130	R01959	rxn01437
K07130	R02509	rxn01817
K01433	R00524	rxn00374
K01433	R00525	rxn00375
K01433	R00944	rxn00691
K01433	R01959	rxn01437
K01433	R02509	rxn01817
K01455	R00524	rxn00374
K01455	R00525	rxn00375
K01455	R00944	rxn00691
K01455	R01959	rxn01437
K01455	R02509	rxn01817
K25305	R00524	rxn00374
K25305	R00525	rxn00375
K25305	R00944	rxn00691
K25305	R01959	rxn01437
K25305	R02509	rxn01817
K03418	R00524	rxn00374
K03418	R00525	rxn00375
K03418	R00944	rxn00691
K03418	R01959	rxn01437
K03418	R02509	rxn01817
K01458	R00524	rxn00374
K01458	R00525	rxn00375
K01458	R00944	rxn00691
K01458	R01959	rxn01437
K01458	R02509	rxn01817
K01203	R01718	rxn14329
K01182	R01718	rxn14329
K05988	R11309	
K01683	R03032	rxn02172
K19590	R01574	rxn01149
K19590	R01575	rxn01150
K00062	R01574	rxn01149
K00062	R01575	rxn01150
K00063	R01574	rxn01149
K00063	R01575	rxn01150
K00107	R02715	rxn11561
K22345	R01544	rxn01126
K13397	R03835	rxn02713
K13395	R04400	rxn03051
K13396	R08789	rxn13993
K20621	R11687	
K22094	R11688	
K22095	R11689	
K22096	R11690	
K23157	R11692	
K23158	R11692	
K22097	R11693	
K22098	R10020	
K22089	R04703	rxn03218
K14976	R05126	rxn03475
K14975	R05127	rxn03476
K14976	R03698	rxn02627
K13394	R03591	rxn02565
K13394	R03592	rxn02566
K03378	R03591	rxn02565
K03378	R03592	rxn02566
K00274	R02382	rxn01715
K00276	R02382	rxn01715
K13371	R02382	rxn01715
K13372	R02382	rxn01715
K25271	R02382	rxn01715
K25272	R02382	rxn01715
K25261	R12763	
K25262	R12763	
K25260	R12761	
K00560	R02101	rxn01520
K13998	R02101	rxn01520
K00607	R12790	
K05299	R00134	rxn00103
K05299	R03146	rxn11978
K05299	R12754	
K15022	R00134	rxn00103
K15022	R03146	rxn11978
K15022	R12754	
K22015	R00134	rxn00103
K22015	R03146	rxn11978
K22015	R12754	
K25123	R00134	rxn00103
K25123	R03146	rxn11978
K25123	R12754	
K25124	R00134	rxn00103
K25124	R03146	rxn11978
K25124	R12754	
K22516	R00134	rxn00103
K22516	R03146	rxn11978
K22516	R12754	
K00125	R00134	rxn00103
K00125	R03146	rxn11978
K00125	R12754	
K00660	R06568	rxn07219
K08243	R06568	rxn07219
K01859	R06556	rxn04411
K13257	R07777	rxn07591
K13258	R07317	rxn05065
K13259	R06564	rxn04419
K13260	R06560	rxn04415
K05281	R06562	rxn04417
K13265	R07737	rxn07551
K25075	R07738	rxn07552
K14941	R12646	
K11212	R12648	
K24998	R12720	
K00527	R02023	rxn05236
K00527	R11635	
K00524	R02023	rxn05236
K00524	R11635	
K21636	R02023	rxn05236
K21636	R11635	
K00844	R01600	rxn01169
K00844	R02187	rxn06120
K00844	R09086	rxn15954
K12407	R01600	rxn01169
K12407	R02187	rxn06120
K12407	R09086	rxn15954
K00845	R01600	rxn01169
K00845	R02187	rxn06120
K00845	R09086	rxn15954
K25026	R01600	rxn01169
K25026	R02187	rxn06120
K25026	R09086	rxn15954
K00886	R01600	rxn01169
K00886	R02187	rxn06120
K00886	R09086	rxn15954
K08074	R01600	rxn01169
K08074	R02187	rxn06120
K08074	R09086	rxn15954
K00918	R01600	rxn01169
K00918	R02187	rxn06120
K00918	R09086	rxn15954
K20616	R12285	
K20611	R12708	
K20616	R12286	
K20611	R12709	
K08977	R12712	
K08977	R12711	
K05310	R12702	
K05287	R12702	
K03800	R12429	
K24439	R10479	rxn40270
K24856	R10481	rxn25624
K24438	R10481	rxn25624
K24857	R10481	rxn25624
K24858	R10481	rxn25624
K17649	R03112	rxn02232
K17650	R03111	rxn02231
K17651	R10319	rxn25625
K12501	R08782	rxn14085
K12502	R10709	rxn23805
K18534	R10709	rxn23805
K18284	R10668	rxn22791
K11782	R10666	rxn40410
K18285	R10667	rxn40411
K18286	R10695	rxn40436
K20810	R10695	rxn40436
K11783	R08587	rxn14263
K11784	R08588	rxn15754
K11785	R08589	rxn15755
K03146	R10685	rxn40427
K03146	R12026	
K22699	R10685	rxn40427
K22699	R12026	
K24541	R12659	
K24529	R10876	
K24292	R10875	
K24530	R10875	
K24531	R10874	
K21540	R09822	rxn16663
K21539	R09823	rxn16664
K24390	R10877	
K24390	R10878	
K24528	R12660	
K24559	R12660	
K24560	R12660	
K24561	R12660	
K24562	R12660	
K16007	R06453	rxn04314
K24565	R06453	rxn04314
K24566	R06453	rxn04314
K04122	R06291	rxn04165
K21292	R06291	rxn04165
K05282	R06323	rxn04196
K05282	R06326	rxn04199
K05282	R06322	rxn04195
K04123	R06297	rxn04171
K04122	R06292	rxn04166
K21292	R06292	rxn04166
K04122	R06293	rxn04167
K21292	R06293	rxn04167
K04123	R06294	rxn04168
K12917	R06294	rxn04168
K04123	R06295	rxn04169
K12917	R06295	rxn04169
K12917	R06341	rxn04214
K12917	R06339	rxn04212
K12918	R06324	rxn04197
K12918	R06325	rxn04198
K12918	R06327	rxn04200
K04124	R06336	rxn04209
K12919	R06619	rxn04470
K20666	R06329	rxn04202
K05282	R05097	rxn03453
K05282	R03806	rxn02697
K05282	R03807	rxn02698
K24460	R06332	rxn04205
K04124	R03009	rxn02158
K24442	R12643	
K24443	R02428	rxn01752
K03793	R01812	rxn01323
K03793	R12644	
K06215	R10089	rxn21635
K08681	R10089	rxn21635
K24327	R12590	
K24326	R12586	
K24312	R12555	
K24310	R12556	
K24310	R12760	
K24311	R12556	
K24311	R12760	
K24303	R12557	
K24304	R12558	
K24305	R12559	
K24306	R12567	
K24307	R12562	
K24280	R12606	
K24281	R12561	
K24282	R12563	
K24283	R12564	
K24284	R12565	
K24285	R12568	
K19068	R12553	
K24252	R12553	
K19068	R12552	
K24258	R10676	rxn40418
K24259	R12584	
K24252	R12604	
K15894	R12554	
K15912	R10266	rxn23510
K24300	R10266	rxn23510
K24301	R10266	rxn23510
K15894	R09697	rxn16543
K24336	R09697	rxn16543
K21131	R11409	
K21130	R10420	rxn37385
K21130	R10421	rxn37384
K15856	R03397	rxn02438
K15856	R03399	rxn02440
K22252	R03396	rxn02437
K22252	R03398	rxn02439
K20681	R09873	rxn16713
K24251	R12549	
K21379	R10174	rxn40061
K16704	R10142	rxn11409
K02805	R04438	rxn03066
K13308	R02773	rxn01999
K21328	R02773	rxn01999
K20428	R02773	rxn01999
K20429	R02773	rxn01999
K13306	R05687	rxn03957
K20678	R10536	rxn40307
K20679	R09904	rxn16742
K20680	R09824	rxn16665
K19180	R02776	rxn02002
K19180	R10190	rxn40067
K19652	R02776	rxn02002
K19652	R10190	rxn40067
K22997	R12177	
K22998	R12178	
K12929	R02064	rxn01488
K18385	R10349	rxn40172
K18686	R10763	
K21722	R07957	rxn07747
K21722	R07958	rxn07748
K21724	R07965	rxn07755
K21724	R07966	rxn07756
K07409	R07945	rxn07735
K07409	R07977	rxn07767
K17683	R07945	rxn07735
K17683	R07977	rxn07767
K00106	R07945	rxn07735
K00106	R07977	rxn07767
K07409	R07939	rxn07729
K07409	R07954	rxn07744
K21723	R07939	rxn07729
K21723	R07954	rxn07744
K21722	R07969	rxn07759
K21722	R07970	rxn07760
K21722	R07973	rxn07763
K21722	R07974	rxn07764
K00622	R07940	rxn07730
K07409	R07943	rxn07733
K07409	R07959	rxn07749
K07409	R07960	rxn07750
K21723	R07975	rxn07765
K21723	R07976	rxn07766
K21723	R07967	rxn07757
K21723	R07968	rxn07758
K06446	R06943	rxn04752
K08242	R05776	rxn04028
K14424	R12379	
K23558	R12376	
K00227	R07486	rxn07317
K00213	R07487	rxn07318
K09828	R07488	rxn07319
K09832	R07489	rxn07320
K17839	R09076	rxn13388
K13367	R09076	rxn13388
K13747	R09081	rxn15949
K00802	R02869	rxn02061
K00802	R09076	rxn13388
K12259	R02869	rxn02061
K12259	R09076	rxn13388
K13366	R02869	rxn02061
K13366	R09076	rxn13388
K17839	R02869	rxn02061
K13367	R02869	rxn02061
K23669	R12407	
K23670	R12408	
K23671	R12409	
K23672	R12410	
K23673	R12411	
K18287	R10673	rxn40416
K20204	R10720	rxn40454
K22113	R10940	
K01957	R12352	
K22114	R10942	
K22114	R10943	
K22114	R10944	
K22598	R11961	
K22598	R11962	
K22598	R11963	
K22269	R11779	
K22269	R11780	
K12902	R12497	
K24000	R12499	
K23999	R12498	
K21568	R10225	rxn22914
K21568	R10226	rxn40087
K19650	R10129	rxn40024
K21207	R11222	
K21203	R11230	
K21205	R11211	
K21204	R11545	
K21202	R11210	
K23665	R12417	
K23666	R12418	
K23667	R12419	
K23668	R12420	
K23647	R12414	
K21477	R12415	
K23646	R12413	
K12631	R05671	rxn03941
K22458	R10843	
K22458	R10844	
K21371	R09757	rxn16601
K21354	R10988	
K21354	R10989	
K21371	R09758	rxn16602
K21371	R09759	rxn16603
K21354	R10990	
K20503	R10171	rxn40058
K20508	R10278	rxn40123
K20502	R10160	rxn40049
K20501	R12101	
K20985	R11187	
K20980	R10791	
K20980	R10792	
K20980	R10794	
K20983	R11126	
K20984	R11445	
K20981	R07251	rxn07217
K20982	R07251	rxn07217
K23975	R12505	
K23976	R12505	
K20144	R12517	
K20144	R12518	
K23990	R12520	
K23862	R12520	
K23741	R06722	rxn39765
K01230	R12479	
K23756	R07770	rxn07584
K23763	R12435	
K03800	R11143	
K18821	R12426	
K03800	R12433	
K03800	R12434	
K03644	R12423	
K03644	R12424	
K03644	R12691	
K09711	R12424	
K09711	R12691	
K24689	R12424	
K24689	R12691	
K16869	R12432	
K10105	R12432	
K16869	R12425	
K03801	R12427	
K23763	R12427	
K10105	R12427	
K03801	R12428	
K23735	R12428	
K23734	R12428	
K23750	R12431	
K00894	R01468	rxn01071
K14156	R01468	rxn01071
K01634	R02464	rxn01783
K17942	R10561	rxn40324
K08246	R03775	rxn02677
K05917	R05731	rxn03996
K23558	R12375	
K07750	R12403	
K07748	R12404	
K01186	R04018	rxn02821
K12357	R04018	rxn02821
K23550	R04018	rxn02821
K21105	R11541	
K21104	R11540	
K18652	R10519	rxn40297
K18653	R10698	rxn40438
K18654	R10547	rxn40318
K23447	R12354	
K21949	R11705	
K21721	R11655	
K23372	R12308	
K23373	R12309	
K23374	R12311	
K23375	R12312	
K23385	R12304	
K23385	R12305	
K09458	R02768	rxn06238
K09458	R04355	rxn05347
K00665	R01626	rxn05465
K00668	R01626	rxn05465
K11533	R01626	rxn05465
K00645	R01626	rxn05465
K00059	R02767	rxn06237
K11539	R02767	rxn06237
K13370	R02767	rxn06237
K22540	R10208	rxn17757
K22541	R10208	rxn17757
K07512	R01404	rxn05995
K16000	R06458	rxn15618
K16001	R06458	rxn15618
K16002	R06458	rxn15618
K00193	R09096	rxn15962
K00193	R10219	rxn40084
K00197	R09096	rxn15962
K00197	R10219	rxn40084
K00194	R09096	rxn15962
K00194	R10219	rxn40084
K03383	R12332	
K23359	R05563	rxn03849
K19837	R12333	
K01476	R00551	rxn00394
K16953	R02574	rxn01876
K02609	R09838	rxn16679
K02610	R09838	rxn16679
K02611	R09838	rxn16679
K02612	R09838	rxn16679
K02613	R09838	rxn16679
K18660	R12300	
K19795	R07629	rxn07445
K01758	R09366	rxn16207
K00816	R09366	rxn16207
K15918	R01511	rxn01099
K15918	R01514	rxn01102
K22717	R05360	rxn03661
K01816	R01394	rxn01015
K01031	R02990	rxn02143
K01032	R02990	rxn02143
K01692	R06942	rxn04751
K01825	R06942	rxn04751
K01782	R06942	rxn04751
K07515	R06942	rxn04751
K07514	R06942	rxn04751
K07511	R06942	rxn04751
K00074	R06941	rxn04750
K00022	R06941	rxn04750
K07514	R06941	rxn04750
K01825	R06941	rxn04750
K01782	R06941	rxn04750
K20618	R12253	
K20618	R12231	
K18606	R03373	rxn02419
K18606	R12252	
K21425	R03374	rxn02420
K00728	R07620	rxn39838
K21030	R02921	rxn02089
K21031	R02921	rxn02089
K21681	R02921	rxn02089
K19872	R12294	
K14329	R09257	rxn16117
K16437	R06627	rxn04476
K16438	R06628	rxn04477
K18836	R06630	rxn04479
K16439	R06629	rxn04478
K08695	R06542	rxn11671
K13082	R03636	rxn02598
K13082	R05723	rxn03989
K05277	R03636	rxn02598
K05277	R05723	rxn03989
K05277	R05036	rxn03411
K00660	R07988	rxn07778
K00475	R03640	rxn02602
K12628	R05668	rxn03938
K12629	R05669	rxn06949
K12630	R05670	rxn03940
K12632	R05672	rxn03942
K12633	R05673	rxn03943
K12633	R05674	rxn03944
K12634	R05675	rxn03945
K12635	R05676	rxn03946
K12636	R05677	rxn03947
K15316	R10239	rxn40096
K17643	R10224	rxn22001
K17644	R10309	rxn37421
K17645	R10317	rxn25605
K17652	R10310	rxn25609
K17646	R10475	rxn25611
K24440	R10476	rxn40267
K24855	R10477	rxn40268
K17648	R10401	rxn40210
K17646	R10402	rxn40211
K24856	R10480	rxn25628
K24438	R10480	rxn25628
K24857	R10480	rxn25628
K24858	R10480	rxn25628
K17649	R10403	rxn25631
K17650	R10307	rxn40144
K17651	R10320	rxn40152
K16880	R10210	rxn23383
K16877	R02987	rxn06291
K16878	R02987	rxn06291
K16879	R02987	rxn06291
K16876	R02986	rxn02140
K16873	R10212	rxn23385
K05551	R09258	rxn16118
K05552	R09258	rxn16118
K05553	R09258	rxn16118
K05551	R06643	rxn07133
K05552	R06643	rxn07133
K05553	R06643	rxn07133
K05551	R11516	
K05552	R11516	
K05553	R11516	
K00868	R00173	rxn00123
K07758	R00173	rxn00123
K13248	R00173	rxn00123
K12701	R06751	rxn07154
K12702	R06752	rxn07155
K12703	R06753	rxn07156
K12704	R06753	rxn07156
K12709	R10453	rxn40247
K12705	R10454	rxn40248
K12711	R06770	rxn04586
K12712	R06771	rxn04587
K12713	R06772	rxn04588
K13257	R07778	rxn07592
K13258	R06793	rxn04608
K13259	R02931	rxn02098
K00978	R00956	rxn00702
K00966	R00883	rxn00640
K00966	R00885	rxn00641
K00971	R00883	rxn00640
K00971	R00885	rxn00641
K16011	R00883	rxn00640
K16011	R00885	rxn00641
K16881	R00883	rxn00640
K16881	R00885	rxn00641
K02082	R08365	rxn11877
K06896	R10486	rxn40273
K08744	R02030	rxn06081
K01115	R02051	rxn06086
K16860	R02051	rxn06086
K17717	R02051	rxn06086
K10220	R04478	rxn03089
K16515	R04478	rxn03089
K04100	R01632	rxn01193
K04101	R01632	rxn01193
K10218	R00350	rxn00255
K10219	R04278	rxn02981
K10219	R04279	rxn02982
K10221	R04277	rxn02980
K16514	R07839	rxn07630
K01737	R09959	rxn16806
K14371	R06481	rxn15624
K24567	R06481	rxn15624
K24568	R06481	rxn15624
K24569	R06481	rxn15624
K18251	R09227	rxn16089
K18252	R09227	rxn16089
K18253	R09227	rxn16089
K18254	R09227	rxn16089
K18255	R09228	rxn16090
K18256	R01634	rxn01195
K18242	R07709	rxn07523
K18242	R07710	rxn07524
K18243	R07709	rxn07523
K18243	R07710	rxn07524
K14578	R07709	rxn07523
K14578	R07710	rxn07524
K14581	R07709	rxn07523
K14581	R07710	rxn07524
K04116	R05620	rxn03896
K04117	R05619	rxn06944
K04117	R10601	rxn40353
K19067	R05619	rxn06944
K19067	R10601	rxn40353
K07534	R05600	rxn03879
K07535	R05582	rxn03864
K07536	R05592	rxn03871
K00448	R01631	rxn01192
K00449	R01631	rxn01192
K04118	R05311	rxn03622
K00632	R05586	rxn03866
K16173	R05579	rxn06938
K15756	R05365	rxn03666
K08689	R05261	rxn03573
K08689	R05262	rxn03574
K15750	R05261	rxn03573
K15750	R05262	rxn03574
K18087	R05261	rxn03573
K18087	R05262	rxn03574
K18088	R05261	rxn03573
K18088	R05262	rxn03574
K08690	R05241	rxn03556
K00462	R05245	rxn03559
K10222	R05359	rxn03660
K10623	R05364	rxn03665
K05599	R00823	rxn00594
K05599	R00825	rxn00595
K05600	R00823	rxn00594
K05600	R00825	rxn00595
K11311	R00823	rxn00594
K11311	R00825	rxn00595
K16319	R00823	rxn00594
K16319	R00825	rxn00595
K16320	R00823	rxn00594
K16320	R00825	rxn00595
K18248	R00823	rxn00594
K18248	R00825	rxn00595
K18249	R00823	rxn00594
K18249	R00825	rxn00595
K16249	R03560	rxn02540
K16243	R03560	rxn02540
K16244	R03560	rxn02540
K16242	R03560	rxn02540
K16245	R03560	rxn02540
K16246	R03560	rxn02540
K03268	R03559	rxn02539
K16268	R03559	rxn02539
K18089	R03559	rxn02539
K18090	R03559	rxn02539
K16269	R04088	rxn02860
K16249	R10043	rxn39979
K16243	R10043	rxn39979
K16244	R10043	rxn39979
K16242	R10043	rxn39979
K16245	R10043	rxn39979
K16246	R10043	rxn39979
K16249	R10042	rxn39978
K16243	R10042	rxn39978
K16244	R10042	rxn39978
K16242	R10042	rxn39978
K16245	R10042	rxn39978
K16246	R10042	rxn39978
K10622	R05377	rxn03678
K10621	R05248	rxn03562
K10620	R05240	rxn03555
K10619	R05247	rxn03561
K16303	R05247	rxn03561
K16304	R05247	rxn03561
K18227	R05247	rxn03561
K10618	R05235	rxn03550
K10617	R05232	rxn03547
K10616	R05266	rxn03578
K18293	R05266	rxn03578
K00141	R01419	
K00141	R01420	rxn01033
K15760	R02550	rxn11959
K15761	R02550	rxn11959
K15762	R02550	rxn11959
K15763	R02550	rxn11959
K15764	R02550	rxn11959
K15765	R02550	rxn11959
K15757	R02550	rxn11959
K15758	R02550	rxn11959
K00055	R01763	
K09460	R00982	rxn00723
K02078	R12049	
K14245	R12049	
K14246	R12049	
K22798	R12049	
K22799	R12050	
K22800	R12051	
K21272	R11382	
K21272	R11383	
K21271	R11149	
K22801	R12052	
K22801	R12053	
K22802	R12054	
K12250	R02305	rxn01656
K15907	R09814	rxn16655
K18056	R10157	rxn40046
K17747	R10156	rxn40045
K18091	R10154	rxn40043
K18057	R10145	rxn40036
K17476	R10162	rxn40051
K02291	R02065	rxn01489
K17841	R02065	rxn01489
K19835	R09714	rxn16560
K19834	R09684	rxn16528
K19546	R10934	
K19547	R11065	
K19550	R11067	
K19549	R11068	
K19548	R10917	
K13037	R11064	
K19723	R10466	rxn40260
K19725	R10461	rxn40255
K19724	R10488	rxn40275
K19727	R10470	rxn40263
K21791	R04014	rxn06556
K21792	R11664	
K21793	R11663	
K21793	R11666	
K21787	R11673	
K21780	R06746	rxn07150
K21781	R06746	rxn07150
K21782	R06747	rxn07151
K21783	R11665	
K21784	R11667	
K21785	R11668	
K21785	R11669	
K21428	R11141	
K21778	R11672	
K21779	R11661	
K21787	R11662	
K21786	R11670	
K20261	R11463	
K06998	R09707	rxn16553
K20260	R11568	
K20260	R11569	
K20262	R11491	
K21103	R11533	
K20940	R11346	
K20087	R11131	
K20088	R11131	
K20089	R11134	
K20089	R11158	
K20090	R11135	
K20090	R11373	
K20076	R11120	
K20077	R11121	
K20078	R11121	
K20079	R11122	
K20080	R11123	
K20081	R11129	
K20082	R05757	rxn04010
K14266	R09570	rxn16414
K18281	R10661	
K20075	R11119	
K20086	R11119	
K19981	R11105	
K14257	R11106	
K19982	R11107	
K19884	R09560	rxn16404
K19885	R09566	rxn16410
K19886	R09567	rxn16411
K19887	R09567	rxn16411
K19888	R09568	rxn16412
K19889	R09569	rxn16413
K14132	R10340	rxn40168
K17475	R10321	rxn40153
K18280	R10588	rxn40344
K17827	R10416	rxn40220
K17826	R10414	rxn40219
K14134	R10457	rxn40251
K17825	R10445	rxn40242
K18279	R10341	rxn40169
K20436	R11497	
K20438	R11241	
K20431	R11079	
K20432	R11233	
K20433	R11234	
K20434	R11236	
K20435	R11238	
K20437	R11240	
K19969	R10937	
K19979	R11185	
K19974	R11081	
K20424	R11243	
K20425	R11244	
K20426	R11245	
K20427	R11246	
K20430	R11247	
K12673	R05465	rxn03762
K12674	R05467	rxn03764
K12675	R05466	rxn03763
K12676	R05357	rxn03658
K12675	R05468	rxn03765
K12675	R05469	rxn03766
K12677	R05471	rxn14321
K19104	R10881	
K19105	R10883	
K19104	R03072	rxn06304
K19105	R03073	rxn02206
K19106	R10882	
K19102	R10880	
K19103	R10880	
K05375	R10880	
K16421	R06632	rxn11674
K16422	R06633	rxn04482
K16423	R06626	rxn04475
K18316	R10556	rxn25259
K18582	R10556	rxn25259
K18315	R10415	rxn25260
K18562	R10415	rxn25260
K18317	R10485	rxn25258
K18583	R10485	rxn25258
K18318	R10507	rxn09188
K18319	R10507	rxn09188
K04128	R05230	rxn03545
K18062	R05303	rxn03615
